type,count,id,type_key,type_lbl,type_lvl
TH1,1,17083345,TH1,Th1,1.0
TREG,1,17082659,TREG,Treg,2.0
T,1,17082633,,,
TREG,1,17082633,TREG,Treg,2.0
TCRACTIVATED,1,17082633,,,
T,1,17082609,,,
TH2,2,17067313,TH2,Th2,1.0
T,1,17056586,,,
TREG,1,17056586,TREG,Treg,2.0
T,4,17038643,,,
TH,1,17038470,TH,Th,2.0
TREG,1,17038470,TREG,Treg,2.0
T,1,17038470,,,
TREG,1,17011048,TREG,Treg,2.0
TREG,1,16954132,TREG,Treg,2.0
TREG,1,17261780,TREG,Treg,2.0
T,1,17056573,,,
T,1,17056505,,,
TREG,1,17056505,TREG,Treg,2.0
TREG,1,16871392,TREG,Treg,2.0
TH1,1,16840731,TH1,Th1,1.0
THELPER,1,16840731,TH,Th,2.0
TREG,1,17084366,TREG,Treg,2.0
TREG,1,17070961,TREG,Treg,2.0
TAXSPECIFIC,2,17015761,,,
TAASPECIFIC,1,17015759,,,
TIFNGAMMA,1,17015751,,,
T,1,17005693,,,
TH1,1,17000786,TH1,Th1,1.0
TC1,1,17000786,TC1,Tc1,1.0
TH,1,16980213,TH,Th,2.0
T,1,16980213,,,
T,1,16940043,,,
TREG,1,16940043,TREG,Treg,2.0
TIL,1,16362409,,,
TREG,1,17130555,TREG,Treg,2.0
TH1,1,17105420,TH1,Th1,1.0
TREG,3,17047079,TREG,Treg,2.0
T,1,16982885,,,
TREG,1,16982885,TREG,Treg,2.0
TREG,1,16972908,TREG,Treg,2.0
T,2,16953330,,,
INKT,1,16953330,NKT,Natural Killer T,1.0
MAIT,2,16870416,MAIT,Mucosal-associated Invariant T,1.0
T,1,16870416,,,
TREG,1,17063555,TREG,Treg,2.0
T,1,17017974,,,
TREG,1,17002896,TREG,Treg,2.0
TIL,2,16967323,,,
TEMRA,1,16967323,TEMRA,EMRA,2.0
TREG,1,16918479,TREG,Treg,2.0
TONSILAR,1,16917961,,,
T,2,16911715,,,
TC,1,16911715,,,
T,1,16899197,,,
TC1,2,16856879,TC1,Tc1,1.0
TYPE1,1,16837919,,,
TGFBETA1EXPRESSING,1,16782163,,,
TCRTRANSFECTED,1,16344988,,,
TREG,1,16952145,TREG,Treg,2.0
T,1,16921381,,,
NKT,1,16921381,NKT,Natural Killer T,1.0
TREG,2,16918480,TREG,Treg,2.0
T,1,16907907,,,
T,1,16809644,,,
TREG,1,16809644,TREG,Treg,2.0
T,1,16804051,,,
T,1,16797237,,,
TREG,1,16797237,TREG,Treg,2.0
TC1,1,16675712,TC1,Tc1,1.0
T,2,16920638,,,
TREG,1,16903924,TREG,Treg,2.0
TREG,1,16903920,TREG,Treg,2.0
TREG,1,16903918,TREG,Treg,2.0
TREG,1,16903910,TREG,Treg,2.0
TREG,1,16903904,TREG,Treg,2.0
TREG,4,16902772,TREG,Treg,2.0
TIL10,1,16889540,,,
T,1,16874537,,,
TH,1,16874300,TH,Th,2.0
TH1,1,16874300,TH1,Th1,1.0
TREG,1,16838178,TREG,Treg,2.0
T,1,16814607,,,
TREG,1,16814607,TREG,Treg,2.0
TH1DIFFERENTIATED,1,16782408,,,
TREG,1,16627754,TREG,Treg,2.0
TIL,1,16557580,,,
TREG,1,17074148,TREG,Treg,2.0
TREG,1,16978532,TREG,Treg,2.0
TH1LIKE,1,16928308,TFH1LIKE,Th1-like Tfh,1.0
T,1,16924108,,,
TN,1,16916447,TN,Naive,2.0
TH1,1,16916447,TH1,Th1,1.0
TEM,1,16916447,TEM,Effector Memory,2.0
TREG,1,16903921,TREG,Treg,2.0
TREG,1,16903919,TREG,Treg,2.0
TREG,1,16903917,TREG,Treg,2.0
TREGRESISTANT,1,16903917,,,
TREG,1,16903911,TREG,Treg,2.0
T,1,16903903,,,
TREG,1,16903903,TREG,Treg,2.0
NONT,1,16903903,,,
T,1,16901280,,,
T,1,16868552,,,
TREG,1,16868552,TREG,Treg,2.0
INKT,1,16867051,NKT,Natural Killer T,1.0
TH1,1,16842511,TH1,Th1,1.0
T,1,16838179,,,
TREG,1,16838179,TREG,Treg,2.0
TREG,1,16765579,TREG,Treg,2.0
GAMMA/DELTAT,10,16527515,γδT,γδT,2.0
T,1,16818678,,,
T,1,16818676,,,
TREG,1,16792576,TREG,Treg,2.0
TREGULATORY,1,16792576,TREG,Treg,2.0
TREG,1,16785557,TREG,Treg,2.0
T1,1,16773195,,,
TH,1,16730447,TH,Th,2.0
TREG,1,16537805,TREG,Treg,2.0
THELPER,1,16514412,TH,Th,2.0
TREG,1,16867905,TREG,Treg,2.0
TCRTRANSDUCED,1,16818755,,,
TREG,1,16818749,TREG,Treg,2.0
TREG,1,16818697,TREG,Treg,2.0
TFH,1,16810738,TFH,Tfh,2.0
T,1,16791882,,,
TCM,1,16791882,TCM,Central Memory,2.0
TEM,1,16791882,TEM,Effector Memory,2.0
TFH,1,16791882,TFH,Tfh,2.0
TRADAPT,3,16785520,,,
TR,2,16785520,,,
T,1,16785516,,,
TREG,1,16785516,TREG,Treg,2.0
T,1,16785061,,,
TC,1,16785061,,,
T,1,16723631,,,
TR,1,16723631,,,
TREG,4,16702978,TREG,Treg,2.0
TH,1,16702978,TH,Th,2.0
TREG,1,16893499,TREG,Treg,2.0
TGFBETA,1,16891215,,,
TREG,1,16854276,TREG,Treg,2.0
TH1TYPE,2,16838043,TH1,Th1,1.0
TH1,1,16824117,TH1,Th1,1.0
THELPER,1,16824117,TH,Th,2.0
TH2,2,16782037,TH2,Th2,1.0
TREG,1,16775488,TREG,Treg,2.0
TREG,1,16740757,TREG,Treg,2.0
TIL,1,16740757,,,
T,1,16740709,,,
TREG,1,16740709,TREG,Treg,2.0
TH1,2,16730947,TH1,Th1,1.0
HTERT,1,16729333,,,
TRANSFORMED,1,16723257,,,
T,1,16709820,,,
T,1,16624421,,,
NKT,1,16624421,NKT,Natural Killer T,1.0
TREG,1,16583400,TREG,Treg,2.0
T,2,16545982,,,
TREG,1,16545982,TREG,Treg,2.0
T,1,16531560,,,
TNFALPHA,1,16516272,,,
TYPE,1,17162353,,,
T,1,16766651,,,
TREG,1,16766651,TREG,Treg,2.0
TH,1,16717396,TH,Th,2.0
THELPER,1,16717396,TH,Th,2.0
TH1,1,16717396,TH1,Th1,1.0
TCRVBETA10,1,16709825,,,
TREG,1,16709821,TREG,Treg,2.0
TREG,2,16652285,TREG,Treg,2.0
T,1,16652285,,,
TH1,1,16643847,TH1,Th1,1.0
TH,1,18432972,TH,Th,2.0
T,1,16755915,,,
TENRICHED,1,16755915,,,
TH,1,16645016,TH,Th,2.0
TCADINOLPRIMED,5,16631732,,,
TYPE,1,16618789,,,
T,1,16586370,,,
TREG,1,16586370,TREG,Treg,2.0
TREG,4,16397128,TREG,Treg,2.0
T,1,16397128,,,
TH1,2,16970109,TH1,Th1,1.0
TREG,1,16707417,TREG,Treg,2.0
TRANSFERRED,1,16700896,,,
T,1,16700888,,,
TREG,1,16700888,TREG,Treg,2.0
T,1,16670279,,,
TREG,1,16670279,TREG,Treg,2.0
TH1,1,16647376,TH1,Th1,1.0
T,1,16630023,,,
TREG,1,16630023,TREG,Treg,2.0
TREG,1,16621995,TREG,Treg,2.0
TREG,3,16403912,TREG,Treg,2.0
TH1,1,16384609,TH1,Th1,1.0
DC/T,1,16197973,,,
TR1/TH3DOMINATED,1,16175400,TREG1,Type 1 Treg,1.0
TNFALPHAMATURED,1,16175400,,,
TREG,1,16623931,TREG,Treg,2.0
TH2,1,16623931,TH2,Th2,1.0
TR,1,16617117,,,
THELPER,1,16603614,TH,Th,2.0
TEC,1,16572390,,,
TREG,1,16568230,TREG,Treg,2.0
TH2,1,16557264,TH2,Th2,1.0
T,1,16556256,,,
TH,1,16556256,TH,Th,2.0
TH1,1,16556256,TH1,Th1,1.0
TR1,1,16556256,TREG1,Type 1 Treg,1.0
TH,1,16549597,TH,Th,2.0
T,1,16548760,,,
T,1,16541469,,,
TC,1,16541469,,,
TREG,1,16540526,TREG,Treg,2.0
T,1,16527542,,,
TREG,1,16469503,TREG,Treg,2.0
T,1,16464609,,,
TR,1,16464609,,,
TR1,1,16464609,TREG1,Type 1 Treg,1.0
TREG,1,16464567,TREG,Treg,2.0
T,1,16458015,,,
TREG,1,16458015,TREG,Treg,2.0
TREG,1,16431128,TREG,Treg,2.0
TR1,1,16378733,TREG1,Type 1 Treg,1.0
TREG,1,16831302,TREG,Treg,2.0
TNEG,1,16831302,,,
T,1,16618770,,,
TREG,1,16585553,TREG,Treg,2.0
TREG,1,16557534,TREG,Treg,2.0
TUMOUR,1,16557261,,,
TH2,1,16556265,TH2,Th2,1.0
TH2,1,16542358,TH2,Th2,1.0
T,1,16517165,,,
TREG,1,16517165,TREG,Treg,2.0
T,1,16469504,,,
TREG,1,16469504,TREG,Treg,2.0
THELPER,1,16469504,TH,Th,2.0
TREG,1,16458533,TREG,Treg,2.0
T,1,16423537,,,
TREG,1,16423537,TREG,Treg,2.0
THELPER,1,16423537,TH,Th,2.0
TR1,1,16619612,TREG1,Type 1 Treg,1.0
T,1,16619514,,,
TR,1,16619514,,,
TH2,1,16619514,TH2,Th2,1.0
TH2,1,16548899,TH2,Th2,1.0
TREG,3,16531821,TREG,Treg,2.0
TH1,1,16531815,TH1,Th1,1.0
TH1,1,16516225,TH1,Th1,1.0
TR1,1,16493082,TREG1,Type 1 Treg,1.0
TREG,1,16446705,TREG,Treg,2.0
TIL,1,16446705,,,
T,1,16415100,,,
TH1,1,16322466,TH1,Th1,1.0
THELPER,1,16322466,TH,Th,2.0
T,1,16493035,,,
NKT,1,16584608,NKT,Natural Killer T,1.0
TCRVALPHABETA,1,16584608,,,
TR,1,16584606,,,
TH1,2,16476192,TH1,Th1,1.0
TH2,2,16476192,TH2,Th2,1.0
TREG,1,16453386,TREG,Treg,2.0
TCRGAMMADELTA,1,16428757,γδT,γδT,2.0
TH1,1,16433805,TH1,Th1,1.0
TREG,1,16423064,TREG,Treg,2.0
T,1,16361311,,,
TREG,1,16361311,TREG,Treg,2.0
TH1,1,16324888,TH1,Th1,1.0
T,1,16246429,,,
TREG,1,16246429,TREG,Treg,2.0
TIL,1,16246429,,,
TAA,1,15891883,,,
T,3,17974151,,,
NKT,1,17974151,NKT,Natural Killer T,1.0
TH1,1,17337788,TH1,Th1,1.0
TH1,1,17172648,TH1,Th1,1.0
TH2,1,17172648,TH2,Th2,1.0
TRNKT,1,17172648,NKT,Natural Killer T,1.0
TRCTC,1,17172648,,,
TR1,1,17172648,TREG1,Type 1 Treg,1.0
T,1,17120464,,,
T,1,17003518,,,
TREG,1,17003518,TREG,Treg,2.0
THELPER,1,16944746,TH,Th,2.0
TUBERCULOSI,1,16924144,,,
T,1,16845892,,,
NKT,1,16845892,NKT,Natural Killer T,1.0
T,1,16781822,,,
TREG,1,16781822,TREG,Treg,2.0
THELPER,1,16768226,TH,Th,2.0
TREG,1,16762512,TREG,Treg,2.0
THELPER,1,16677407,TH,Th,2.0
TREG,1,16669133,TREG,Treg,2.0
THELPER,1,16611101,TH,Th,2.0
TR1,1,16601356,TREG1,Type 1 Treg,1.0
TH3,1,16601356,TH3,Th3,1.0
T,1,16551258,,,
TREG,1,16551258,TREG,Treg,2.0
T,1,16474276,,,
TREG,1,16474276,TREG,Treg,2.0
TIL2003,1,16419974,,,
T,2,16393984,,,
TREG,1,16393984,TREG,Treg,2.0
TH2,1,16393260,TH2,Th2,1.0
TH1,2,16356198,TH1,Th1,1.0
TH,1,16356198,TH,Th,2.0
THELPER,1,16356198,TH,Th,2.0
TRNS1LNCAP,1,16352563,,,
TREG,5,16150935,TREG,Treg,2.0
T,2,16150935,,,
TH,1,15948002,TH,Th,2.0
T,1,17974160,,,
T,2,17473370,,,
TREG,1,17473370,TREG,Treg,2.0
TR,1,17219964,,,
T,1,17145303,,,
TREG,1,17145303,TREG,Treg,2.0
T,1,17111920,,,
TREG,1,17073555,TREG,Treg,2.0
TH,1,17048705,TH,Th,2.0
TH1,1,16985291,TH1,Th1,1.0
TH1,1,16842183,TH1,Th1,1.0
TH,1,16806730,TH,Th,2.0
TH1,1,16806730,TH1,Th1,1.0
TH2,1,16772729,TH2,Th2,1.0
TH,1,16772727,TH,Th,2.0
T,2,16698419,,,
TREG,1,16698419,TREG,Treg,2.0
TH,1,16569347,TH,Th,2.0
T,1,16551251,,,
TREG,1,16446177,TREG,Treg,2.0
TREG,1,16417213,TREG,Treg,2.0
T,2,16354957,,,
TREG,2,16354957,TREG,Treg,2.0
T,1,16340481,,,
TREG,4,16338210,TREG,Treg,2.0
T,1,16329653,,,
TEMRA,1,16289923,TEMRA,EMRA,2.0
TREG,1,16160005,TREG,Treg,2.0
TH,2,16052529,TH,Th,2.0
THELPER,1,16052529,TH,Th,2.0
T,1,16690406,,,
NKT,1,16690406,NKT,Natural Killer T,1.0
INKT,1,16371809,NKT,Natural Killer T,1.0
TCR,2,16367910,,,
TH1,1,16331704,TH1,Th1,1.0
T,1,16330811,,,
TH1,1,16297162,TH1,Th1,1.0
TREG,1,16243583,TREG,Treg,2.0
TCRTRANSDUCED,3,16034453,,,
TCRTRANSFERRED,1,16034453,,,
TH1,4,16690409,TH1,Th1,1.0
TH,1,16690409,TH,Th,2.0
TREG,1,16403299,TREG,Treg,2.0
TH,1,16375690,TH,Th,2.0
TIL,1,16344461,,,
T,2,16344296,,,
TH,1,16344296,TH,Th,2.0
NONT,1,16343082,,,
TOTAL,1,16343082,,,
T,1,16339581,,,
TREG,1,16339581,TREG,Treg,2.0
T,1,16338494,,,
TREG,1,16338494,TREG,Treg,2.0
TH1,1,16325585,TH1,Th1,1.0
TIL,1,16307660,,,
TREG,1,16305664,TREG,Treg,2.0
TREG,1,16305662,TREG,Treg,2.0
TAASPECIFIC,1,16305662,,,
CD4T,2,16297165,,,
CD4T,1,16288380,,,
TH1,1,16285008,TH1,Th1,1.0
T,1,16236363,,,
TREG,1,16236363,TREG,Treg,2.0
TREG,1,16202576,TREG,Treg,2.0
T,1,16087382,,,
TH,1,15922660,TH,Th,2.0
TREG,2,15868167,TREG,Treg,2.0
T,1,15868167,,,
T,2,16275940,,,
NKT,1,16275940,NKT,Natural Killer T,1.0
TSLP,1,16275760,,,
TSLPACTIVATED,1,16275760,,,
TH2,1,16275760,TH2,Th2,1.0
TREG,3,16239397,TREG,Treg,2.0
TREG,13,16227988,TREG,Treg,2.0
T,1,16227988,,,
TR,1,16214088,,,
TREG,1,16206232,TREG,Treg,2.0
T,1,16030195,,,
TRANSFERRED,1,16030195,,,
T,1,16275382,,,
TREG,1,16275382,TREG,Treg,2.0
T,3,16275366,,,
TREG,1,16264056,TREG,Treg,2.0
TREGULATORY,1,16264056,TREG,Treg,2.0
TH2,1,16238586,TH2,Th2,1.0
TREG,1,16214099,TREG,Treg,2.0
THYMIC,1,16214099,,,
TH3,1,16214099,TH3,Th3,1.0
T,1,16112907,,,
TREG,1,15959774,TREG,Treg,2.0
T,1,16230475,,,
TREG,1,16177055,TREG,Treg,2.0
TH,1,16134082,TH,Th,2.0
TC,1,16134082,,,
T,1,15889137,,,
TREG,1,16219576,TREG,Treg,2.0
TH1,1,16210593,TH1,Th1,1.0
TSDIRECTED,1,16204693,,,
TREG,1,16181456,TREG,Treg,2.0
ELISPOT,1,16165149,,,
TH1,1,16131922,TH1,Th1,1.0
TH2,1,16118232,TH2,Th2,1.0
T,1,16005985,,,
T,1,16108825,,,
TREG,1,16108825,TREG,Treg,2.0
NFAT,1,16108819,,,
TH1,1,16106470,TH1,Th1,1.0
TH1,1,15825172,TH1,Th1,1.0
T,1,16318994,,,
T,1,16318990,,,
TREG,1,16318990,TREG,Treg,2.0
T,1,16318986,,,
TREG,1,16318986,TREG,Treg,2.0
TH2,1,16164437,TH2,Th2,1.0
T,1,16159643,,,
TR,2,16147529,,,
T,1,16147529,,,
TREG,1,16108822,TREG,Treg,2.0
TH1,1,16108820,TH1,Th1,1.0
TIL,1,16077989,,,
TH1,1,16045688,TH1,Th1,1.0
TH2,1,16045688,TH2,Th2,1.0
THELPER,1,15905189,TH,Th,2.0
PBT,1,16081782,,,
LPT,1,16081782,,,
T,1,16054641,,,
NKT,1,16054641,NKT,Natural Killer T,1.0
TH1,1,16040981,TH1,Th1,1.0
T,1,16034109,,,
TBETDEFICIENT,1,16034109,,,
T,1,15996197,,,
TH1,1,15949930,TH1,Th1,1.0
TH,1,15941711,TH,Th,2.0
TRP2SPECIFIC,2,15897911,,,
TC1,1,15800656,TC1,Tc1,1.0
TH1,2,16227152,TH1,Th1,1.0
T,1,16123302,,,
TREG,1,16123302,TREG,Treg,2.0
TBET,1,16112053,,,
T,1,16101383,,,
TAXSPECIFIC,1,16014972,,,
TH1,1,16002337,TH1,Th1,1.0
T,2,15997468,,,
TREG,1,15997468,TREG,Treg,2.0
T,1,16009270,,,
TREG,1,16009270,TREG,Treg,2.0
TH,1,16008734,TH,Th,2.0
THELPER,1,16008734,TH,Th,2.0
THELPER,1,15982610,TH,Th,2.0
T,1,15972478,,,
TREG,1,15952173,TREG,Treg,2.0
TREG,2,15937547,TREG,Treg,2.0
T,1,15925541,,,
NKT,1,15925541,NKT,Natural Killer T,1.0
TREG,1,16002662,TREG,Treg,2.0
T,1,15972593,,,
TR,1,15972593,,,
T,1,15913800,,,
TH,1,15913800,TH,Th,2.0
TH2,1,15913800,TH2,Th2,1.0
T,1,15790789,,,
TC1,1,15790789,TC1,Tc1,1.0
TCR,1,15790789,,,
T,1,16129910,,,
TATMAMMAGLOBIN,2,15952060,,,
TREG,1,15944257,TREG,Treg,2.0
TH1,1,15908366,TH1,Th1,1.0
THELPER,1,15907907,TH,Th,2.0
T,2,15894112,,,
NK/T,1,15870869,NKT,Natural Killer T,1.0
TH1SUBSET,1,15855794,,,
NKT,1,16038267,NKT,Natural Killer T,1.0
T,1,16014526,,,
TH1,3,16014524,TH1,Th1,1.0
TH,1,15941684,TH,Th,2.0
T,1,15927856,,,
TIL,1,15905531,,,
TCR,1,15880760,,,
TH1,1,16158955,TH1,Th1,1.0
T,1,16113878,,,
T,1,15880039,,,
T,1,15879080,,,
TR,1,15879080,,,
TH1,1,15843584,TH1,Th1,1.0
TIL,1,15809757,,,
TREG,3,15807863,TREG,Treg,2.0
T,1,15807863,,,
T,1,15807853,,,
T,1,15843591,,,
TCR,1,15843585,,,
T,3,15829268,,,
TPS,1,15829268,,,
TCM,1,15829268,TCM,Central Memory,2.0
TFH,1,15829268,TFH,Tfh,2.0
T,1,15688411,,,
T,1,15934825,,,
TR,1,15934825,,,
T,1,15916013,,,
TCC,1,15814696,,,
T,1,15814694,,,
T,1,15814674,,,
TCRCD3NK1.1CD4CD8,1,15814674,,,
TREG,1,15814674,TREG,Treg,2.0
TIL,1,15805295,,,
TIL,1,15824085,,,
T,1,15731463,,,
TYPE,1,15731463,,,
TUMOURINFILTRATING,1,15699022,,,
T,1,15630591,,,
T,1,15791258,,,
NKT,1,15791258,NKT,Natural Killer T,1.0
T,1,15787866,,,
TR,1,15787866,,,
TLR9,1,15744581,,,
TAL,1,15868901,,,
T,1,15791257,,,
NKT,1,15791257,NKT,Natural Killer T,1.0
MAIT,4,15777741,MAIT,Mucosal-associated Invariant T,1.0
T,2,15777741,,,
TR,1,15728475,,,
TREG,1,15728473,TREG,Treg,2.0
TIL164,1,15728473,,,
T,1,15728473,,,
TIL,1,15728473,,,
T,1,15284121,,,
TH,1,15284121,TH,Th,2.0
T,1,15694005,,,
NKT,1,15639651,NKT,Natural Killer T,1.0
TCRTRANSGENIC,1,15639645,,,
TAPC,1,15507526,,,
NKT,1,15963967,NKT,Natural Killer T,1.0
T,1,15735048,,,
TREG,1,15735048,TREG,Treg,2.0
TH2,1,15728240,TH2,Th2,1.0
TNFALPHA,1,15699178,,,
TH0LIKE,1,15694995,TFH0LIKE,Th0-like Tfh,1.0
TH,1,15684054,TH,Th,2.0
TH,1,15683454,TH,Th,2.0
THELPER,1,15683454,TH,Th,2.0
TREG,1,15668741,TREG,Treg,2.0
TH1TYPE,1,15661941,TH1,Th1,1.0
TH1,1,15661903,TH1,Th1,1.0
TGFBETADERIVED,1,15661903,,,
TOTAL,1,15654834,,,
T,1,15639652,,,
NKT,1,15639652,NKT,Natural Killer T,1.0
T,1,15375382,,,
T,2,16243487,,,
T,2,16106238,,,
T,1,15981486,,,
TR,1,15981486,,,
TYPE1,1,15981486,,,
TR1,1,15981486,TREG1,Type 1 Treg,1.0
T,1,15981484,,,
TREG,1,15981484,TREG,Treg,2.0
T,1,15981478,,,
TCR,1,15981476,,,
TR,1,15981474,,,
TH1,1,15952931,TH1,Th1,1.0
T,1,15899036,,,
TREG,1,15833146,TREG,Treg,2.0
T,1,15680151,,,
TREG,1,15659264,TREG,Treg,2.0
TH1REG,1,15659264,,,
T,1,15634882,,,
LIGHT,1,15634882,,,
CNKT,1,15614044,NKT,Natural Killer T,1.0
T,1,16120970,,,
T,2,16106237,,,
TREG,1,16106057,TREG,Treg,2.0
T,1,16048435,,,
INKT,1,16048435,NKT,Natural Killer T,1.0
T,1,15981485,,,
TR,1,15981485,,,
TREG,1,15981477,TREG,Treg,2.0
TEC,1,15981475,,,
TREG,1,15981475,TREG,Treg,2.0
THC,1,15981475,,,
TH1,2,15937358,TH1,Th1,1.0
TH,1,15937358,TH,Th,2.0
TH2,1,15937358,TH2,Th2,1.0
T,1,15888910,,,
INKT,1,15888910,NKT,Natural Killer T,1.0
T,1,15771592,,,
NKT,1,15771592,NKT,Natural Killer T,1.0
TH1,1,15659263,TH1,Th1,1.0
TR,1,15659263,,,
T,1,15659263,,,
T,1,15659261,,,
TH2,1,15659261,TH2,Th2,1.0
TREG,1,15659261,TREG,Treg,2.0
THIL17,1,15657286,,,
T,1,15649266,,,
NKT,2,15630427,NKT,Natural Killer T,1.0
INKT,2,15630427,NKT,Natural Killer T,1.0
T,1,15630427,,,
T,1,15611238,,,
TREG,1,15611238,TREG,Treg,2.0
TH,1,15609003,TH,Th,2.0
TUMORREACTIVE,1,15585921,,,
TREG,1,15585323,TREG,Treg,2.0
T,1,15681747,,,
TREG,1,15640695,TREG,Treg,2.0
CD4T,2,15610014,,,
TH,1,15597790,TH,Th,2.0
TLR9,1,15585868,,,
TH1,1,15574999,TH1,Th1,1.0
TH,1,15571451,TH,Th,2.0
POSTHSCT,1,15557202,,,
TH2,1,15557152,TH2,Th2,1.0
THELPER,1,15546393,TH,Th,2.0
TH2,1,15546393,TH2,Th2,1.0
TREG,1,15511660,TREG,Treg,2.0
T,1,15496603,,,
TH,1,15495271,TH,Th,2.0
THELPER,1,15495271,TH,Th,2.0
T,1,15681753,,,
TR,1,15681753,,,
TR1,1,15681753,TREG1,Type 1 Treg,1.0
TH1,1,15631660,TH1,Th1,1.0
TH2,1,15631660,TH2,Th2,1.0
TC1,1,15631660,TC1,Tc1,1.0
TC2,1,15631660,TC2,Tc2,1.0
TH1,1,15603868,TH1,Th1,1.0
TREG,1,15557141,TREG,Treg,2.0
TCRTRANSDUCED,4,15517606,,,
TH2,1,15511663,TH2,Th2,1.0
TR1,1,15511663,TREG1,Type 1 Treg,1.0
TREG,1,15640650,TREG,Treg,2.0
TS,2,15556680,,,
T,1,15556680,,,
TR,1,15556680,,,
TREGULATORY,1,15556680,TREG,Treg,2.0
TICL,1,15628222,,,
TH1,2,15556683,TH1,Th1,1.0
TYPHISPECIFIC,1,15494539,,,
TAXSPECIFIC,1,15483462,,,
TREG,2,16285891,TREG,Treg,2.0
T,1,16285891,,,
TH2/TH3,1,15502927,TH2,Th2,1.0
T,1,15383574,,,
TREG,1,15383574,TREG,Treg,2.0
TH1,1,15570898,TH1,Th1,1.0
T,1,15559318,,,
TR,1,15559318,,,
TIMC,1,15514588,,,
TH1,2,15494080,TH1,Th1,1.0
TH2,1,15494080,TH2,Th2,1.0
NKT,1,15368282,NKT,Natural Killer T,1.0
TH1,1,15342445,TH1,Th1,1.0
INKT,1,15324739,NKT,Natural Killer T,1.0
TH2SKEWED,1,15320879,,,
TH1,1,15381728,TH1,Th1,1.0
TREG,3,15340251,TREG,Treg,2.0
T,1,15340251,,,
T,1,15329566,,,
TH,1,15329566,TH,Th,2.0
T,2,15308119,,,
TREG,1,15308119,TREG,Treg,2.0
TBET,1,15306590,,,
TH1,3,15212760,TH1,Th1,1.0
TH2,1,15212760,TH2,Th2,1.0
NKT,1,15270864,NKT,Natural Killer T,1.0
NKT,1,15123775,NKT,Natural Killer T,1.0
TREG,1,15336780,TREG,Treg,2.0
TREGULATORY,1,15336780,TREG,Treg,2.0
TREG,1,15286781,TREG,Treg,2.0
TH1,1,15270865,TH1,Th1,1.0
T,1,15268751,,,
NKT,1,15268751,NKT,Natural Killer T,1.0
TH1,2,15265908,TH1,Th1,1.0
TIL,1,15197776,,,
TIL,1,15201998,,,
T,1,15196202,,,
TH1,1,15163892,TH1,Th1,1.0
TH1POLARIZED,1,15240717,,,
TH1EFFECTOR,1,15240717,,,
TAXSPECIFIC,1,15223062,,,
T,1,14966194,,,
TREG,1,14966194,TREG,Treg,2.0
T,1,15246020,,,
TH1,1,15243162,TH1,Th1,1.0
TH,1,15180473,TH,Th,2.0
TLRTRANSFECTED,1,15155243,,,
TCM,1,15138582,TCM,Central Memory,2.0
TR,1,15128839,,,
TREG,1,15128835,TREG,Treg,2.0
NKT,1,15128771,NKT,Natural Killer T,1.0
T,1,15128759,,,
TREG,1,15128759,TREG,Treg,2.0
T,1,15114663,,,
TREG,1,15114663,TREG,Treg,2.0
T,1,15096182,,,
TREG,1,15096182,TREG,Treg,2.0
TC,1,15054871,,,
TYPE,1,15001464,,,
TH,1,14624313,TH,Th,2.0
THELPER,1,14624313,TH,Th,2.0
T,2,15146247,,,
NKT,1,15146247,NKT,Natural Killer T,1.0
TREG,1,15128778,TREG,Treg,2.0
TH2,2,14704372,TH2,Th2,1.0
TR1,1,14704372,TREG1,Type 1 Treg,1.0
T,1,15152820,,,
TYPE,1,15093554,,,
TCR/CD3STIMULATED,1,15067058,,,
TR,2,15067036,,,
T,1,15067036,,,
TE,1,15067036,,,
TUMORINFILTRATING,1,15168777,,,
TREG,1,15070693,TREG,Treg,2.0
T,2,15067089,,,
T,1,15039383,,,
T,2,15034015,,,
TH2RICH,1,15203317,,,
TICL,1,15065736,,,
TNFALPHA/PERFORINBASED,1,14993881,,,
TREG,1,14978077,TREG,Treg,2.0
TH2,1,15036034,TH2,Th2,1.0
TBET,1,15008986,,,
TH1,1,15005726,TH1,Th1,1.0
TH2,1,15005726,TH2,Th2,1.0
TH1,2,14978094,TH1,Th1,1.0
T,1,14977777,,,
T,1,14685781,,,
T,1,14996412,,,
TCR,1,14990050,,,
TH,1,14987885,TH,Th,2.0
TH1,1,14965867,TH1,Th1,1.0
TH2,1,14965867,TH2,Th2,1.0
TUMOR,1,14696098,,,
T,1,14996423,,,
TC1,3,14973062,TC1,Tc1,1.0
TH,1,14768062,TH,Th,2.0
TREG,6,14768034,TREG,Treg,2.0
T,1,14696122,,,
TREG,1,14696122,TREG,Treg,2.0
TYRSPECIFIC,1,14696122,,,
TREG,1,15588225,TREG,Treg,2.0
TR,1,15482252,,,
T,1,15181291,,,
TEM,1,15032595,TEM,Effector Memory,2.0
TH1,3,14870978,TH1,Th1,1.0
TH2,1,14739648,TH2,Th2,1.0
TCRTRANSDUCED,3,14729649,,,
T,1,14693194,,,
PBT,1,14684579,,,
LPT,1,14684579,,,
TYPE,1,14678327,,,
TH,1,14678196,TH,Th,2.0
T,1,15477656,,,
NKT,1,15477656,NKT,Natural Killer T,1.0
T,1,15254656,,,
TIL,1,14710238,,,
TH2,1,14698862,TH2,Th2,1.0
TC1,1,14688318,TC1,Tc1,1.0
T,1,14632255,,,
T,1,14634084,,,
TREG,1,14634084,TREG,Treg,2.0
