actor,category,cell_id,cell_label,cytokine_id,cytokine_label,num_papers,score
cell,Positive,CL_0000814,mature NK T cell,CID_98,IL13,1,12.27
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_110,IL2,1,0.93
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_136,LIF,1,2.65
cell,Positive,CL_0000546,T-helper 2 cell,CID_164,TGFB2,1,6.99
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_26,CCL25,1,100.53
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_8,CD40LG,1,2.72
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_500,IL27,1,4.74
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_102,IL17,1,33.71
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_112,IL21,1,9.41
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_67,IFNA,1,0.57
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_53,CXCL9,1,4.63
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_103,IL17A,1,0.73
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_110,IL2,1,0.08
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_500,IL27,1,2.41
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_31,CCL5,1,10.04
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_148,SPP1,1,0.54
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_112,IL21,1,1.43
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_174,TNF,1,0.2
cytokine,Unknown,CL_0001042,T-helper 22 cell,CID_113,IL22,1,150.26
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_28,CCL27,1,15.21
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_8,CD40LG,1,0.29
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_62,CSF3,1,1.53
cell,Positive,CL_0000546,T-helper 2 cell,CID_46,CXCL2,1,6.01
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_125,IL3,1,0.27
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_131,IL4,1,12.77
cell,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_174,TNF,1,2.25
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_31,CCL5,1,96.17
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_163,TGFB1,1,0.46
cytokine,Unknown,CL_0000814,mature NK T cell,CID_134,IL7,1,14.15
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_108,IL18,1,2.08
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_170,TNFSF15,1,3.22
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_51,PPBP,1,1.24
cytokine,Positive,CL_0001042,T-helper 22 cell,CID_162,TGFB,1,3.19
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_32,CCL6,1,1.88
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_98,IL13,1,1.23
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_87,IL1,1,0.56
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_89,IL1B,1,0.19
cytokine,Negative,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_100,IL15,1,90.88
cytokine,Positive,CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",CID_131,IL4,1,29.63
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_89,IL1B,1,0.26
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_171,TNFSF4,1,19.61
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_162,TGFB,1,0.11
cytokine,Negative,CL_0002061,T-helper 9 cell,CID_112,IL21,1,125.04
cytokine,Negative,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_162,TGFB,1,18.79
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_130,IL35,1,18.91
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_133,IL6,1,1.16
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_133,IL6,1,6.88
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_53,CXCL9,1,7.93
cytokine,Positive,CL_0002038,T follicular helper cell,CID_110,IL2,1,2.25
cytokine,Negative,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_21,CCL20,1,327.15
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_170,TNFSF15,1,24.72
cytokine,Positive,CL_0002061,T-helper 9 cell,CID_170,TNFSF15,1,166.84
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_62,CSF3,1,0.26
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_102,IL17,1,0.14
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_87,IL1,1,0.18
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_98,IL13,1,1.66
cytokine,Positive,CL_0000814,mature NK T cell,CID_62,CSF3,1,2.07
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_140,LTA,1,10.89
cytokine,Unknown,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_110,IL2,1,18.86
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_66,IFN1,1,0.55
cell,Positive,CL_0000905,"effector memory CD4-positive, alpha-beta T cell",CID_131,IL4,1,87.45
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_83,IFNG,1,0.53
cytokine,Unknown,CL_0000917,Tc1 cell,CID_135,IL9,1,413.12
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_98,IL13,1,1.14
cytokine,Unknown,CL_0000814,mature NK T cell,CID_95,IL12,1,7.79
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_86,IL1RN,1,10.41
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_162,TGFB,1,0.56
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_81,IFNB1,1,2.7
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_27,CCL26,1,12.12
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_11,CCL11,1,1.39
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_52,CXCL8,1,0.36
cytokine,Negative,CL_0002128,Tc17 cell,CID_500,IL27,1,1193.97
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_117,IL24,1,82.94
cytokine,Positive,CL_0000492,CD4-positive helper T cell,CID_98,IL13,1,38.25
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_29,CCL3,1,6.18
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_135,IL9,1,1.31
cell,Positive,CL_0000814,mature NK T cell,CID_102,IL17,1,5.02
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_112,IL21,1,11.42
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_160,TGF,1,3.6
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_20,CCL2,1,0.08
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_31,CCL5,1,8.27
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_63,CSF2,1,1.38
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_63,CSF2,1,0.25
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_125,IL3,1,0.94
cell,Positive,CL_0000902,induced T-regulatory cell,CID_110,IL2,1,1.07
cytokine,Negative,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_162,TGFB,1,12.35
cytokine,Unknown,CL_0000901,Tr1 cell,CID_500,IL27,1,93.57
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_114,IL23,1,0.95
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_128,IL33,1,3.03
cytokine,Positive,CL_0000492,CD4-positive helper T cell,CID_133,IL6,1,4.9
cytokine,Positive,CL_0000814,mature NK T cell,CID_500,IL27,1,16.28
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_114,IL23,1,35.73
cytokine,Positive,CL_0001042,T-helper 22 cell,CID_114,IL23,1,60.62
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_30,CCL4,1,0.95
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_40,CXCL12,1,0.42
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_40,CXCL12,1,0.49
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_130,IL35,1,19.8
cytokine,Unknown,CL_0000902,induced T-regulatory cell,CID_133,IL6,1,4.63
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_118,IL25,1,7.04
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_89,IL1B,1,1.52
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_93,IL10,1,3.47
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_38,CXCL10,1,4.37
cytokine,Positive,CL_0000814,mature NK T cell,CID_174,TNF,1,0.58
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_118,IL25,1,30.99
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_88,IL1A,1,0.34
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_162,TGFB,1,0.38
cell,Positive,CL_0002061,T-helper 9 cell,CID_93,IL10,1,3.47
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,338,8.88
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,236,5.41
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,113,3.63
cell,Positive,CL_0000545,T-helper 1 cell,CID_83,IFNG,88,5.01
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,83,5.06
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,66,4.72
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,62,3.76
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,60,3.12
cell,Positive,CL_0000546,T-helper 2 cell,CID_131,IL4,59,15.88
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_93,IL10,57,7.93
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,57,2.12
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_95,IL12,56,11.77
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,54,3.92
cell,Positive,CL_0000899,T-helper 17 cell,CID_102,IL17,53,55.2
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_102,IL17,50,9.71
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,41,0.9
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,39,0.67
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,39,0.99
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,35,1.82
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,34,5.54
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,32,2.4
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_83,IFNG,32,1.52
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_131,IL4,31,5.47
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,30,4.14
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_131,IL4,28,17.28
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_95,IL12,28,20.24
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_83,IFNG,28,3.69
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_174,TNF,26,0.81
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,26,0.39
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_100,IL15,25,5.72
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_8,CD40LG,24,4.96
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,23,2
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_95,IL12,22,2.76
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_93,IL10,19,1.34
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_112,IL21,19,7.71
cell,Positive,CL_0000899,T-helper 17 cell,CID_103,IL17A,18,54.04
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_83,IFNG,18,0.68
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,18,0.85
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_112,IL21,17,5.76
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,17,1.59
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_95,IL12,16,5.28
cell,Positive,CL_0000545,T-helper 1 cell,CID_93,IL10,16,2.35
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_102,IL17,16,6.78
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_95,IL12,16,1.51
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_174,TNF,16,0.58
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_133,IL6,15,0.86
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,15,2.06
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_93,IL10,15,5.23
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,15,5.57
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,14,0.59
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_112,IL21,14,15.9
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,14,11.2
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_100,IL15,14,10.79
cell,Positive,CL_0000901,Tr1 cell,CID_93,IL10,13,33.83
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_93,IL10,13,1.29
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_95,IL12,13,1.14
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_162,TGFB,13,0.7
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,13,2.14
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_103,IL17A,12,5.92
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_93,IL10,12,9.53
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_134,IL7,12,6.71
cell,Positive,CL_0000545,T-helper 1 cell,CID_110,IL2,12,0.96
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_173,TNFSF9,12,21.55
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_93,IL10,12,0.59
cell,Positive,CL_0000814,mature NK T cell,CID_83,IFNG,12,7.2
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_95,IL12,12,4.27
cell,Positive,CL_0000546,T-helper 2 cell,CID_83,IFNG,12,0.99
cell,Positive,CL_0000546,T-helper 2 cell,CID_93,IL10,11,2.39
cell,Positive,CL_0000545,T-helper 1 cell,CID_102,IL17,11,5.12
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_128,IL33,11,13.53
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_93,IL10,11,3.28
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,11,1.51
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_131,IL4,10,4.6
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_134,IL7,10,2.78
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_133,IL6,10,0.85
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,10,1.18
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_132,IL5,10,2.13
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_131,IL4,10,1.05
cell,Positive,CL_0002061,T-helper 9 cell,CID_135,IL9,10,1161.35
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_102,IL17,10,2.12
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_134,IL7,10,2.4
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_102,IL17,10,23.8
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_134,IL7,10,1.62
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_131,IL4,10,0.55
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_173,TNFSF9,10,6.16
cell,Positive,CL_0001042,T-helper 22 cell,CID_113,IL22,9,570.26
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,9,3.34
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_102,IL17,9,3.91
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_500,IL27,9,233.6
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_93,IL10,9,1.47
cell,Positive,CL_0000917,Tc1 cell,CID_83,IFNG,9,17.74
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_95,IL12,9,9.6
cell,Positive,CL_0000546,T-helper 2 cell,CID_128,IL33,8,14.52
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_163,TGFB1,8,0.47
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_83,IFNG,8,2.06
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,8,1.36
cell,Positive,CL_0000546,T-helper 2 cell,CID_132,IL5,8,7.2
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_133,IL6,8,0.31
cell,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_83,IFNG,8,6.31
cytokine,Positive,CL_0000901,Tr1 cell,CID_93,IL10,8,14.11
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,8,2.5
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_162,TGFB,7,1.22
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_83,IFNG,7,3.11
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_108,IL18,7,4.63
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_174,TNF,7,0.6
cell,Positive,CL_0000545,T-helper 1 cell,CID_131,IL4,7,1.23
cell,Positive,CL_0000546,T-helper 2 cell,CID_98,IL13,7,11.76
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_174,TNF,7,0.15
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_133,IL6,7,2.37
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_112,IL21,7,3.58
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_131,IL4,7,0.84
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_108,IL18,7,16.2
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_93,IL10,7,1.27
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_163,TGFB1,7,1.31
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_93,IL10,7,3.6
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_133,IL6,7,1.49
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_95,IL12,6,13.18
cell,Positive,CL_0000899,T-helper 17 cell,CID_21,CCL20,6,55.28
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,6,1.19
cell,Positive,CL_0000902,induced T-regulatory cell,CID_93,IL10,6,13.78
cell,Positive,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_83,IFNG,6,8.4
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_98,IL13,6,23.9
cell,Positive,CL_0000899,T-helper 17 cell,CID_113,IL22,6,28.1
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_63,CSF2,6,0.47
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_163,TGFB1,6,1.22
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_163,TGFB1,6,0.76
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_130,IL35,6,63.78
cytokine,Positive,CL_0000814,mature NK T cell,CID_95,IL12,6,13.36
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_113,IL22,6,6.84
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_162,TGFB,6,0.44
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_93,IL10,6,2.17
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_83,IFNG,6,1.17
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,6,2.25
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_162,TGFB,6,0.26
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_163,TGFB1,6,3.1
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_38,CXCL10,6,11.51
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_95,IL12,6,14.59
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_102,IL17,6,4.08
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_101,IL16,6,8.87
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_163,TGFB1,6,0.51
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_500,IL27,6,9.06
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_128,IL33,6,2.66
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_131,IL4,6,8.44
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_100,IL15,5,2.48
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_97,IL12B,5,22.07
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_114,IL23,5,4.09
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_134,IL7,5,5.88
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_100,IL15,5,1.14
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_131,IL4,5,1.14
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_110,IL2,5,0.95
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_63,CSF2,5,0.5
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_67,IFNA,5,0.73
cytokine,Positive,CL_0000902,induced T-regulatory cell,CID_162,TGFB,5,7.32
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_500,IL27,5,3.44
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_62,CSF3,5,0.82
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_83,IFNG,5,0.33
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_83,IFNG,5,0.16
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_93,IL10,5,0.43
cell,Positive,CL_0000899,T-helper 17 cell,CID_83,IFNG,5,0.6
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_112,IL21,5,25.05
cell,Positive,CL_0000814,mature NK T cell,CID_131,IL4,5,9.51
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_114,IL23,5,94.08
cell,Positive,CL_0000545,T-helper 1 cell,CID_162,TGFB,5,0.81
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_93,IL10,5,5.86
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_133,IL6,5,3.72
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_83,IFNG,5,0.57
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_162,TGFB,5,4.12
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_100,IL15,5,3.32
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_134,IL7,5,5.62
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_131,IL4,5,4.76
cell,Positive,CL_0000899,T-helper 17 cell,CID_93,IL10,5,1.58
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_131,IL4,5,2.17
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_83,IFNG,5,6.57
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_108,IL18,5,1.56
cell,Positive,CL_0002038,T follicular helper cell,CID_112,IL21,5,202.47
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_134,IL7,5,2.99
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_118,IL25,5,30.31
cell,Positive,CL_0000902,induced T-regulatory cell,CID_162,TGFB,5,10.81
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_67,IFNA,5,1.83
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_110,IL2,5,0.27
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_8,CD40LG,5,0.67
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_162,TGFB,4,0.94
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_40,CXCL12,4,2.72
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_134,IL7,4,1.28
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_23,CCL22,4,81.45
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_163,TGFB1,4,0.34
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_8,CD40LG,4,0.62
