id,src,sym,lbl,spid,extid,priority,prefid,enabled
CK856805BE5C117CB2,ckr,TNF-RI,CD120a,1,CID_230,50,CKB61EABD14E460984,True
CK5AACE5302194379D,ckr,TNF-RII,CD120b,1,CID_231,50,CK370C0D5F19C9DF6C,True
CKD567C338C405941A,ckr,TNF-RIII,LTbR,1,CID_224,50,CKC2F128B7DD5A1D0B,True
CKEB7DCB5844F6505F,transform,TNF-SF10,TNF-SF10,1,,10,CKEB7DCB5844F6505F,True
CK7C886C5DE65434EC,transform,TNF-SF11,TNF-SF11,1,,10,CK7C886C5DE65434EC,True
CKB0E9623F7482D77B,transform,TNF-SF12,TNF-SF12,1,,10,CKB0E9623F7482D77B,True
CK4CB0E04F63686BAD,transform,TNF-SF13,TNF-SF13,1,,10,CK4CB0E04F63686BAD,True
CKF2F5CBAD5B9CDA4C,transform,TNF-SF13B,TNF-SF13B,1,,10,CKF2F5CBAD5B9CDA4C,True
CKC80DF0BFD97F9A32,transform,TNF-SF14,TNF-SF14,1,,10,CKC80DF0BFD97F9A32,True
CK995BD981EE43262C,transform,TNF-SF15,TNF-SF15,1,,10,CK995BD981EE43262C,True
CK8D6B3F35A7241324,transform,TNF-SF18,TNF-SF18,1,,10,CK8D6B3F35A7241324,True
CK2F471635EEFFC3A2,transform,TNF-SF4,TNF-SF4,1,,10,CK2F471635EEFFC3A2,True
CK7546E83799F1A347,transform,TNF-SF8,TNF-SF8,1,,10,CK7546E83799F1A347,True
CK36176190FEB87CDA,transform,TNF-SF9,TNF-SF9,1,,10,CK36176190FEB87CDA,True
CKE42630516C906E93,transform,TNF-TACI,TNF-TACI,1,,10,CKE42630516C906E93,True
CKAAF24316CC735BED,transform,TNF-TRAILR1,TNF-TRAILR1,1,,10,CKAAF24316CC735BED,True
CK7BA582D67163B5CA,transform,TNF-TRAILR2,TNF-TRAILR2,1,,10,CK7BA582D67163B5CA,True
CK3D8B440DF6434CCD,transform,TNF-TRAILR3,TNF-TRAILR3,1,,10,CK3D8B440DF6434CCD,True
CKEEB96A844EBAF9C3,transform,TNF-TRAILR4,TNF-TRAILR4,1,,10,CKEEB96A844EBAF9C3,True
CK643528B0C3D91355,transform,TNF-VEGI,TNF-VEGI,1,,10,CK643528B0C3D91355,True
CK62AE92A3FCBB4CB4,ckr,TNF-a,TNF-α,1,CID_174,50,CK34540B3AD7A90FCA,True
CK0775A5269BDC516C,transform,TNF-a,TNF-α,1,,10,CK34540B3AD7A90FCA,False
CKB314C928DE5C714A,ckr,TNF-alpha,TNF-α,1,CID_174,50,CK34540B3AD7A90FCA,True
CKD1218E7FB15D553F,transform,TNF-alpha,TNF-α,1,,10,CK34540B3AD7A90FCA,False
CK314B0571D2EE2128,transform,TNF-b,TNF-β,1,,10,CKA81D1188A3F3D1E3,True
CKA88699A934516FD8,ckr,TNF-beta,LT-α,1,CID_140,50,CK49FC8D4B8839DDBF,True
CK9670FE784CBAADB9,transform,TNF-beta,TNF-β,1,,10,CK49FC8D4B8839DDBF,False
CK0E3BEE9491C396DE,ckr,TNF-related activation protein,CD40LG,1,CID_8,50,CK23BCED6859810C18,True
CKC13CBA0E4E6EE9D4,ckr,TNF-related activation-induced cytokine,TNFSF11,1,CID_166,50,CKC97125CAB308182A,True
CK966832C321E61BBE,ckr,TNF-related apoptosis-inducing ligand,TNFSF10,1,CID_273,50,CK3C73A834931A5327,True
CKD39B571EC33248E3,ckr,TNF-related apoptosis-inducing ligand receptor 1,TRAILR1,1,CID_242,50,CK9C2121DFD0FF05FF,True
CK021D8199CB7CBC02,ckr,TNF-related apoptosis-inducing ligand receptor 2,TRAILR2,1,CID_241,50,CK5EDB90CADEA1C803,True
CKDE0B0DEF22346548,ckr,TNF-related apoptosis-inducing ligand receptor 3,TRAILR3,1,CID_240,50,CKF5ED48D3FCCD4457,True
CKD5B29F2FCFD3E4F3,ckr,TNF-related apoptosis-inducing ligand receptor 4,TRAILR4,1,CID_239,50,CKDA8D3E3754E276D5,True
CK30AFFDFF74FEED61,ckr,TNF-related death ligand 1,TNFSF13,1,CID_168,50,CKEDF3F344F24510FE,True
CK4A9106C54446B6E6,ckr,TNF-related weak inducer of apoptosis,TNFSF12,1,CID_167,50,CK226F49DDC836CAF8,True
CK34540B3AD7A90FCA,ckr,TNF-α,TNF-α,1,CID_174,50,CK34540B3AD7A90FCA,True
CK80A1A727AC173EE7,cameron,TNF-α,TNF-α,1,,30,CK34540B3AD7A90FCA,False
CKE50C068CBDAC0F8F,manual,TNF-α,TNF-α,1,,20,CK34540B3AD7A90FCA,False
CK6AF3B987F9CBCC56,transform,TNF-α,TNF-α,1,,10,CK34540B3AD7A90FCA,False
CKA81D1188A3F3D1E3,cameron,TNF-β,TNF-β,1,,30,CKA81D1188A3F3D1E3,True
CK32B179553FD2AB4F,manual,TNF-β,TNF-β,1,,20,CKA81D1188A3F3D1E3,False
CK340DF048AC44A586,transform,TNF-β,TNF-β,1,,10,CKA81D1188A3F3D1E3,False
CK8193103C1ABCD1CD,transform,TNF4-1BB,TNF-4-1BB,1,,10,CK2143D310E6EC93C1,True
CK0E3B73834AD5FCD5,ckr,TNFA,TNF-α,1,CID_174,50,CK34540B3AD7A90FCA,True
CKAC47CD626D9B3998,transform,TNFAPRIL,TNF-APRIL,1,,10,CK71010CBF506B2CD9,True
CK3A42C63D1FBAD44F,ckr,TNFAR,CD120a,1,CID_230,50,CKB61EABD14E460984,True
CK56E9FB7E8D6F7F30,transform,TNFApo3,TNF-Apo3,1,,10,CK8BA8EF8E46E56840,True
CK3594CF01271967DD,ckr,TNFB,LT-α,1,CID_140,50,CK49FC8D4B8839DDBF,True
CKF689EE34F44A99A5,transform,TNFBAFF,TNF-BAFF,1,,10,CKF9465BDB2B92D53D,True
CK20304FD84155FE8A,transform,TNFBCMA,TNF-BCMA,1,,10,CK592A07BA1CDF829D,True
CK2BBC09BA0FD01127,ckr,TNFBR,CD120b,1,CID_231,50,CK370C0D5F19C9DF6C,True
CK8613F26A81F18AB3,ckr,TNFC,LT-β,1,CID_271,50,CK633131C9C48E5AB8,True
CKE6AC9E4A0418734A,transform,TNFCD120a,TNF-CD120a,1,,10,CK85C5545CBA55DE9D,True
CKE54549D8DA83841B,transform,TNFCD120b,TNF-CD120b,1,,10,CK8D21807A13D8ADD9,True
CK4779418D401ED040,transform,TNFCD153,TNF-CD153,1,,10,CK2E95558DD2EFD697,True
CK539D0E86147202B4,transform,TNFCD258,TNF-CD258,1,,10,CK2960DE28EC203320,True
CK9AADCF10F77917E0,transform,TNFCD27,TNF-CD27,1,,10,CK42C7CB310C9C6384,True
CKCDE60EEB89C0267F,transform,TNFCD30,TNF-CD30,1,,10,CK1FFFBD237976AFA7,True
CK5F34E3E65212D419,transform,TNFCD40,TNF-CD40,1,,10,CK438699693CB31D1B,True
CKB806B7F8105E678F,transform,TNFCD40LG,TNF-CD40LG,1,,10,CKC5820B6C5678847C,True
CK50EB9045915ED165,transform,TNFCD70,TNF-CD70,1,,10,CK39F950586A17C5BA,True
CK9D47C279C1DF0598,transform,TNFCDw137,TNF-CDw137,1,,10,CKD5CC82C820FF422D,True
CK270010D9D2167037,ckr,TNFCR,LTbR,1,CID_224,50,CKC2F128B7DD5A1D0B,True
CK1C0D23B3D83AB024,transform,TNFFASLG,TNF-FASLG,1,,10,CK92072F4DCC1A5A2C,True
CK7B6EB1693F8B0390,transform,TNFFas,TNF-Fas,1,,10,CKBD2B01B57E4AE3C0,True
CKF9D4C906FCB446E2,transform,TNFGITR,TNF-GITR,1,,10,CKEDEBCBC2B66489B4,True
CK9020B04D3FF6B163,transform,TNFHVEM,TNF-HVEM,1,,10,CK06798A98E5C52805,True
CKF8AE9D1C5AEBAB80,transform,TNFLT-a,TNF-LT-α,1,,10,CKF6AE45A06B99D483,True
CK97913F7DB3A0280E,transform,TNFLT-alpha,TNF-LT-α,1,,10,CKF6AE45A06B99D483,True
CKBFC21A3D8DF3F400,transform,TNFLT-b,TNF-LT-β,1,,10,CK95DED8A306A5D071,True
CKC1748EDCDAFFA34E,transform,TNFLT-beta,TNF-LT-β,1,,10,CK95DED8A306A5D071,True
CKED97ED6E063220FD,transform,TNFLT-α,TNF-LT-α,1,,10,CKF6AE45A06B99D483,True
CKA3AF5C278A28B7CD,transform,TNFLT-β,TNF-LT-β,1,,10,CK95DED8A306A5D071,True
CK2AEA1F8A5A50445C,transform,TNFLTbR,TNF-LTbR,1,,10,CK877122B15266B74A,True
CKFDFA66C74EB8CE75,transform,TNFOPG,TNF-OPG,1,,10,CKE537939A77BCA766,True
CK95D06033B9362938,transform,TNFOX40,TNF-OX40,1,,10,CKE4D6E7D2D7545EAF,True
CKBF7D47DE5915E605,transform,TNFOX40L,TNF-OX40L,1,,10,CK12C510B0BAC9A37F,True
CKFB6DB90328A3F44C,ckr,TNFR-I,CD120a,1,CID_230,50,CKB61EABD14E460984,True
CK4B21C6718CCC9598,ckr,TNFR-II,CD120b,1,CID_231,50,CK370C0D5F19C9DF6C,True
CK78C084E41594B1CC,ckr,TNFR-III,LTbR,1,CID_224,50,CKC2F128B7DD5A1D0B,True
CK5ADCCB5BA88C26D3,ckr,TNFR-RP,LTbR,1,CID_224,50,CKC2F128B7DD5A1D0B,True
CK767BD99E8B938DDA,ckr,TNFR1,CD120a,1,CID_230,50,CKB61EABD14E460984,True
CK786088A8CFCDF1D7,ckr,TNFR1-d2,CD120a,1,CID_230,50,CKB61EABD14E460984,True
CK6051AA86967A2F3B,ckr,TNFR1B,CD120b,1,CID_231,50,CK370C0D5F19C9DF6C,True
CKCDA09E4C885099DA,ckr,TNFR2,CD120b,1,CID_231,50,CK370C0D5F19C9DF6C,True
CK0DA9D9C3234DA89E,ckr,TNFR2-RP,LTbR,1,CID_224,50,CKC2F128B7DD5A1D0B,True
CK56F923BE5A51C0CF,ckr,TNFR3,LTbR,1,CID_224,50,CKC2F128B7DD5A1D0B,True
CK144D2B85F934403F,ckr,TNFR55,CD120a,1,CID_230,50,CKB61EABD14E460984,True
CK76377B4263507CF9,ckr,TNFR60,CD120a,1,CID_230,50,CKB61EABD14E460984,True
CK1A62F2E9ECD74538,ckr,TNFR80,CD120b,1,CID_231,50,CK370C0D5F19C9DF6C,True
CK33D2885D1297B6D3,transform,TNFRANK,TNF-RANK,1,,10,CK8C20E3D7EAC5DF3C,True
CKD1DE98EE798138E3,ckr,TNFRSF10A,TRAILR1,1,CID_242,50,CK9C2121DFD0FF05FF,True
CK465B6E4B4D5D17B2,ckr,TNFRSF10B,TRAILR2,1,CID_241,50,CK5EDB90CADEA1C803,True
CKB93D47FD6B4D227D,ckr,TNFRSF10C,TRAILR3,1,CID_240,50,CKF5ED48D3FCCD4457,True
CK3BA388FBAC47205D,ckr,TNFRSF10D,TRAILR4,1,CID_239,50,CKDA8D3E3754E276D5,True
CKEF0AB8B71C0E8805,ckr,TNFRSF11A,RANK,1,CID_238,50,CK9DB29E4F410B6176,True
CKD9423A5D095CFE5B,ckr,TNFRSF11B,OPG,1,CID_226,50,CKE5813A17D6FF3547,True
CKE4403AF4B37AE84B,ckr,TNFRSF12,Apo3,1,CID_235,50,CK7E1F45488AA2228E,True
CK525CC35E6442EBB0,ckr,TNFRSF13A,BCMA,1,CID_179,50,CKC8B023132C328D4C,True
CKAD42C16F6A5CD148,ckr,TNFRSF13B,TACI,1,CID_245,50,CKF824510416C32D07,True
CK91516FD0622075B3,ckr,TNFRSF14,HVEM,1,CID_236,50,CKB7EB96CD5D710046,True
CK102B2D622931151E,ckr,TNFRSF14B,TACI,1,CID_245,50,CKF824510416C32D07,True
CK47D4AB4DF75F02F8,ckr,TNFRSF17,BCMA,1,CID_179,50,CKC8B023132C328D4C,True
CKB6D3324C28465F45,ckr,TNFRSF18,GITR,1,CID_237,50,CK7159961E02D53D2E,True
CK9EDE8E8AD82CFFA7,ckr,TNFRSF1A,CD120a,1,CID_230,50,CKB61EABD14E460984,True
CK8800270D038B92DC,ckr,TNFRSF1B,CD120b,1,CID_231,50,CK370C0D5F19C9DF6C,True
CK69F86B1266026147,ckr,TNFRSF25,Apo3,1,CID_235,50,CK7E1F45488AA2228E,True
CKC72E149B4332DA0C,ckr,TNFRSF3,LTbR,1,CID_224,50,CKC2F128B7DD5A1D0B,True
CK5D190BA0D5737756,ckr,TNFRSF4,OX40,1,CID_232,50,CKFA8FE04A9D6F282D,True
CK6981C2632DCF638E,ckr,TNFRSF5,CD40,1,CID_184,50,CK07D60B75A7E6FD48,True
CK35013BF2E03F03E1,ckr,TNFRSF6,Fas,1,CID_178,50,CK677CCA30C217DD75,True
CKE57B1994A14F1904,ckr,TNFRSF7,CD27,1,CID_182,50,CK9A2EA18670C4BDFE,True
CKFF9A1E0FB77CADA5,ckr,TNFRSF8,CD30,1,CID_183,50,CKD3B51F5F23CC685C,True
CKCC7CB890BE37990A,ckr,TNFRSF9,CDw137,1,CID_221,50,CK51C6F32D0A922A45,True
CKB71A265BF7773A95,ckr,TNFSF1,LT-α,1,CID_140,50,CK49FC8D4B8839DDBF,True
CK3C73A834931A5327,ckr,TNFSF10,TNFSF10,1,CID_273,50,CK3C73A834931A5327,True
CK74B1967EFFCE308A,transform,TNFSF10,TNF-SF10,1,,10,CK3C73A834931A5327,False
CKC97125CAB308182A,ckr,TNFSF11,TNFSF11,1,CID_166,50,CKC97125CAB308182A,True
CK76D8142FEF0427E6,transform,TNFSF11,TNF-SF11,1,,10,CKC97125CAB308182A,False
CK53A745AE1628687A,ckr,TNFSF11 ,TNFSF11,1,CID_166,50,CKC97125CAB308182A,True
CK226F49DDC836CAF8,ckr,TNFSF12,TNFSF12,1,CID_167,50,CK226F49DDC836CAF8,True
CK7F7E66332E21F643,transform,TNFSF12,TNF-SF12,1,,10,CK226F49DDC836CAF8,False
CK4BEADA6320E7A8FB,ckr,TNFSF12 ,TNFSF12,1,CID_167,50,CK226F49DDC836CAF8,True
CKEDF3F344F24510FE,ckr,TNFSF13,TNFSF13,1,CID_168,50,CKEDF3F344F24510FE,True
CK7BDD5379E8B3E516,manual,TNFSF13,APRIL,1,,20,CKEDF3F344F24510FE,False
CK9536AE9965A7C073,transform,TNFSF13,TNF-SF13,1,,10,CKEDF3F344F24510FE,False
CK9DD3C5D0E3E5169C,ckr,TNFSF13 ,TNFSF13,1,CID_168,50,CKEDF3F344F24510FE,True
CK440EDAD675F4BBEA,ckr,TNFSF13B,BAFF,1,CID_1,50,CK5CDFBE1F63EC9BFD,True
CK47FECA8AAB45BF7E,manual,TNFSF13B,TNFSF13B,1,,20,CK5CDFBE1F63EC9BFD,False
CKBD1F3EEE69C7E4F4,transform,TNFSF13B,TNF-SF13B,1,,10,CK5CDFBE1F63EC9BFD,False
CK99B83294D7A60280,ckr,TNFSF14,TNFSF14,1,CID_169,50,CK99B83294D7A60280,True
CK595013340B06BEA7,manual,TNFSF14,CD258,1,,20,CK99B83294D7A60280,False
CKFCF2FED7F4F99143,transform,TNFSF14,TNF-SF14,1,,10,CK99B83294D7A60280,False
CK03C408F6AF28400C,ckr,TNFSF14 ,TNFSF14,1,CID_169,50,CK99B83294D7A60280,True
CK3B9FB6CB2654B38A,ckr,TNFSF15,TNFSF15,1,CID_170,50,CK3B9FB6CB2654B38A,True
CKE9897FB66CEE9DA2,manual,TNFSF15,VEGI,1,,20,CK3B9FB6CB2654B38A,False
CKC579F9417D987E77,transform,TNFSF15,TNF-SF15,1,,10,CK3B9FB6CB2654B38A,False
CKC9A600DD7424DD58,ckr,TNFSF15 ,TNFSF15,1,CID_170,50,CK3B9FB6CB2654B38A,True
CK70E1AA33D1C19BC7,ckr,TNFSF18,TNFSF18,1,CID_272,50,CK70E1AA33D1C19BC7,True
CK184E9632B5E80FE1,transform,TNFSF18,TNF-SF18,1,,10,CK70E1AA33D1C19BC7,False
CK4CE47B3155DD6D5D,ckr,TNFSF2,TNF-α,1,CID_174,50,CK34540B3AD7A90FCA,True
CK46C36D7B5DFAC1DF,ckr,TNFSF20,BAFF,1,CID_1,50,CK5CDFBE1F63EC9BFD,True
CK43D40AE7C7F8E545,ckr,TNFSF3,LT-β,1,CID_271,50,CK633131C9C48E5AB8,True
CK15285E8BAEC11FE4,ckr,TNFSF4,TNFSF4,1,CID_171,50,CK15285E8BAEC11FE4,True
CKA7631C3388BFAA7C,manual,TNFSF4,OX40L,1,,20,CK15285E8BAEC11FE4,False
CK164363AFDB1CD5A5,transform,TNFSF4,TNF-SF4,1,,10,CK15285E8BAEC11FE4,False
CKB1A7ED384C2A0B19,ckr,TNFSF4 ,TNFSF4,1,CID_171,50,CK15285E8BAEC11FE4,True
CK4CF0C4B64A940021,ckr,TNFSF5,CD40LG,1,CID_8,50,CK23BCED6859810C18,True
CK58A69556315E0021,ckr,TNFSF6,FASLG,1,CID_269,50,CK6D06134F00E46A5B,True
CK24649FB03A7AE6B8,ckr,TNFSF7,CD70,1,CID_9,50,CK0B37FA9AD4B342B6,True
CK28D4B146DF563532,ckr,TNFSF8,TNFSF8,1,CID_172,50,CK28D4B146DF563532,True
CK9B25659E4967BBAF,manual,TNFSF8,CD153,1,,20,CK28D4B146DF563532,False
CKAB7B3BD684CB7FE2,transform,TNFSF8,TNF-SF8,1,,10,CK28D4B146DF563532,False
CK6E1737A0EAB08063,ckr,TNFSF8 ,TNFSF8,1,CID_172,50,CK28D4B146DF563532,True
CK86D995B49B4D6425,ckr,TNFSF9,TNFSF9,1,CID_173,50,CK86D995B49B4D6425,True
CKD6A1F8500CF5BB6C,manual,TNFSF9,4-1BB,1,,20,CK86D995B49B4D6425,False
CK72B1B111C2590D59,transform,TNFSF9,TNF-SF9,1,,10,CK86D995B49B4D6425,False
CK6BD55B87096556F3,ckr,TNFSF9 ,TNFSF9,1,CID_173,50,CK86D995B49B4D6425,True
CKF715BB40B15D97C7,transform,TNFTACI,TNF-TACI,1,,10,CKE42630516C906E93,True
CKC4E2E1DBD1ABF3DB,transform,TNFTRAILR1,TNF-TRAILR1,1,,10,CKAAF24316CC735BED,True
CK094FF78B8AAE531B,transform,TNFTRAILR2,TNF-TRAILR2,1,,10,CK7BA582D67163B5CA,True
CKD8A0BAA189114691,transform,TNFTRAILR3,TNF-TRAILR3,1,,10,CK3D8B440DF6434CCD,True
CK2462CCADDDC3593D,transform,TNFTRAILR4,TNF-TRAILR4,1,,10,CKEEB96A844EBAF9C3,True
CK7BE0DE784D8C524E,transform,TNFVEGI,TNF-VEGI,1,,10,CK643528B0C3D91355,True
CK71622F4310AC50E9,ckr,TNF_alpha,TNF-α,1,CID_174,50,CK34540B3AD7A90FCA,True
CK1B44E05FEC123DC7,transform,TNFa,TNF-α,1,,10,CK34540B3AD7A90FCA,True
CK1B8D8A6A30E3DA54,transform,TNFalpha,TNF-α,1,,10,CK34540B3AD7A90FCA,True
CKB9F4865599B26050,transform,TNFb,TNF-β,1,,10,CKA81D1188A3F3D1E3,True
CKA247E98598E13F67,transform,TNFbeta,TNF-β,1,,10,CKA81D1188A3F3D1E3,True
CKEA21642AC44C1097,cameron,TNFα,TNF-α,1,,30,CK34540B3AD7A90FCA,True
CKA16E3CC5939B3239,transform,TNFα,TNF-α,1,,10,CK34540B3AD7A90FCA,False
CKA297E8CE650946AC,cameron,TNFβ,TNF-β,1,,30,CKA81D1188A3F3D1E3,True
CK2AF80EFE7A8302C2,transform,TNFβ,TNF-β,1,,10,CKA81D1188A3F3D1E3,False
CK9AC7ED57059E8029,ckr,TPAR1,CXCL12,1,CID_40,50,CKCA94A733CBB04AF2,True
CK36034793F9B47EA6,mygene,TPAR1,CXCL12,1,6387,40,CKCA94A733CBB04AF2,False
CK7BFB76A88A169168,ckr,TPO,THPO,1,CID_158,50,CK19000CF47EBE5C0C,True
CKF1D8033625F4DB80,ckr,TPO-R,MPL,1,CID_256,50,CK034B1DA001A9D1AF,True
CKE318D44D8A692CCD,ckr,TPOR,MPL,1,CID_256,50,CK034B1DA001A9D1AF,True
CKC18E80EDEA4F5D66,ckr,TR1,OPG,1,CID_226,50,CKE5813A17D6FF3547,True
CKA9F2278392E32367,ckr,TR2,HVEM,1,CID_236,50,CKB7EB96CD5D710046,True
CK29E2A585A51C8C4D,ckr,TR2,TNFSF14,1,CID_169,50,CKB7EB96CD5D710046,False
CK165709AEB82167DB,ckr,TR3,Apo3,1,CID_235,50,CK7E1F45488AA2228E,True
CKF79D830FCA463DBF,ckr,TRAIL,TNFSF10,1,CID_273,50,CK3C73A834931A5327,True
CK279C96B8688D16FA,cameron,TRAIL,TRAIL,1,,30,CK3C73A834931A5327,False
CKD4305430013FF292,ckr,TRAIL receptor 1,TRAILR1,1,CID_242,50,CK9C2121DFD0FF05FF,True
CK1EC3EB5DE1B7864F,ckr,TRAIL receptor 2,TRAILR2,1,CID_241,50,CK5EDB90CADEA1C803,True
CK85BB785AF3FAB6AA,ckr,TRAIL receptor 3,TRAILR3,1,CID_240,50,CKF5ED48D3FCCD4457,True
CK9AD29F1C89A26474,ckr,TRAIL receptor 4,TRAILR4,1,CID_239,50,CKDA8D3E3754E276D5,True
CK216E4ECA75C19055,ckr,TRAIL receptor with a truncated death domain,TRAILR4,1,CID_239,50,CKDA8D3E3754E276D5,True
CK7991B9D71C5F0984,ckr,TRAIL receptor without an intracellular domain,TRAILR3,1,CID_240,50,CKF5ED48D3FCCD4457,True
CK33A7C7EE1D976D64,ckr,TRAIL-R1,TRAILR1,1,CID_242,50,CK9C2121DFD0FF05FF,True
CKDF046C7B0F058793,ckr,TRAIL-R2,TRAILR2,1,CID_241,50,CK5EDB90CADEA1C803,True
CK512380FF95D7120B,ckr,TRAIL-R3,TRAILR3,1,CID_240,50,CKF5ED48D3FCCD4457,True
CK7FD85DE13E63980A,ckr,TRAIL-R4,TRAILR4,1,CID_239,50,CKDA8D3E3754E276D5,True
CK7DA05C24301B741F,ckr,TRAILR-1,TRAILR1,1,CID_242,50,CK9C2121DFD0FF05FF,True
CK9C2121DFD0FF05FF,ckr,TRAILR1,TRAILR1,1,CID_242,50,CK9C2121DFD0FF05FF,True
CK5EDB90CADEA1C803,ckr,TRAILR2,TRAILR2,1,CID_241,50,CK5EDB90CADEA1C803,True
CKF5ED48D3FCCD4457,ckr,TRAILR3,TRAILR3,1,CID_240,50,CKF5ED48D3FCCD4457,True
CKDA8D3E3754E276D5,ckr,TRAILR4,TRAILR4,1,CID_239,50,CKDA8D3E3754E276D5,True
CK1225122945E8E9C8,ckr,TRAMP,Apo3,1,CID_235,50,CK7E1F45488AA2228E,True
CK8EAB0F8B872FF9FF,ckr,TRANCE,TNFSF11,1,CID_166,50,CKC97125CAB308182A,True
CK190187137F82B2A1,cameron,TRANCE,TRANCE,1,,30,CKC97125CAB308182A,False
CKE201647B5335C1C9,ckr,TRANCER,RANK,1,CID_238,50,CK9DB29E4F410B6176,True
CKF75E374B00538144,ckr,TRAP,CD40LG,1,CID_8,50,CK23BCED6859810C18,True
CKC21801E91CAA270F,cameron,TRAP,CD154,1,,30,CK23BCED6859810C18,False
CK3025D9BDE037CB7E,ckr,TRDL-1,TNFSF13,1,CID_168,50,CKEDF3F344F24510FE,True
CK86474D94FC884587,ckr,TRF,IL-5,1,CID_132,50,CK8128F0BCAA907933,True
CKE360D8C282398B6B,mygene,TRF,IL-5,1,3567,40,CK8128F0BCAA907933,False
CKD1BBCDDC80BA03CC,ckr,TRICK2,TRAILR2,1,CID_241,50,CK5EDB90CADEA1C803,True
CK3B5240140349F293,ckr,TRICK2A,TRAILR2,1,CID_241,50,CK5EDB90CADEA1C803,True
CK1FEB141915030FCA,ckr,TRICK2B,TRAILR2,1,CID_241,50,CK5EDB90CADEA1C803,True
CK90C0D52CA683D3F3,ckr,TRICKB,TRAILR2,1,CID_241,50,CK5EDB90CADEA1C803,True
CKCB378FE91C146E13,ckr,TRID,TRAILR3,1,CID_240,50,CKF5ED48D3FCCD4457,True
CK8AD33189A8C22501,ckr,TRUNDD,TRAILR4,1,CID_239,50,CKDA8D3E3754E276D5,True
CK5EF87B506C04C08D,ckr,TSC-1,CCL26,1,CID_27,50,CK74D61C847C7C243C,True
CKB56DE382E4165B2F,mygene,TSC-1,CCL26,1,10344,40,CK74D61C847C7C243C,False
CK9A5A5003920DCA85,ckr,TWEAK,TNFSF12,1,CID_167,50,CK226F49DDC836CAF8,True
CKF298B92EA11E2BAA,cameron,TWEAK,TWEAK,1,,30,CK226F49DDC836CAF8,False
CK900683D7BC2C1377,ckr,TXGP1,TNFSF4,1,CID_171,50,CK15285E8BAEC11FE4,True
CK606A284E443AD6B2,ckr,TXGP1L,OX40,1,CID_232,50,CKFA8FE04A9D6F282D,True
CKFB69C03082ABD457,ckr,TXLN,IL-14,1,CID_99,50,CK90E29FB317D34DEB,True
CKCE08BAF929BC3D79,ckr,TXLNA,IL-14,1,CID_99,50,CK90E29FB317D34DEB,True
CK89C039A833C05AFA,ckr,TY-5,CCL3,1,CID_29,50,CKD2C7D8438F5EFC75,True
CKDBB39F0259617A4F,ckr,TYMSTR,CXCR6,1,CID_251,50,CK293337F079F3B42D,True
CK8D6D78720478EE6C,ckr,TbetaR-I,TGFBR1,1,CID_227,50,CK99D8B822EAC8889B,True
CK6C7DE63EC7658D9B,ckr,TbetaR-II,TGFBR2,1,CID_228,50,CK959B5DA2B657CCFD,True
CKCE23BC1F2C4F201E,ckr,Th2-specific cytokine FISP,IL-24,1,CID_117,50,CK13AE0B2D6B156ADD,True
CK0C787FCEF7C58028,ckr,Thrombopoietin,THPO,1,CID_158,50,CK19000CF47EBE5C0C,True
CKFEF6E2EB5CF77A65,ckr,Thrombopoietin receptor,MPL,1,CID_256,50,CK034B1DA001A9D1AF,True
CKA92229CFF106BC1B,ckr,Thymic stroma chemokine-1,CCL26,1,CID_27,50,CK74D61C847C7C243C,True
CK4612B95209A891B6,ckr,Thymus and activation-regulated chemokine,CCL17,1,CID_17,50,CK910D99F297BAB6A2,True
CKB4CFD5F1619F4F7E,ckr,Thymus-expressed chemokine,CCL25,1,CID_26,50,CK36B0C72553D5FD40,True
CK61F682E8C3E9B872,ckr,Tnfr-1,CD120a,1,CID_230,50,CKB61EABD14E460984,True
CKEB60156813C9D1A9,ckr,Tnfr-2,CD120b,1,CID_231,50,CK370C0D5F19C9DF6C,True
CK065F096682651768,ckr,Tonsillar lymphocyte LD78 alpha protein,CCL3,1,CID_29,50,CKD2C7D8438F5EFC75,True
CK531F1285D05255FF,ckr,Tonsillar lymphocyte LD78 beta protein,CCL3L3,1,CID_5,50,CK97C4EAE024973AF6,True
CK2B3347DAD5857332,ckr,Tonsillar lymphocyte LD78 beta protein,CCL3L1,1,CID_3,50,CK97C4EAE024973AF6,False
CK9B39743C544F3896,ckr,Tp55,CD27,1,CID_182,50,CK9A2EA18670C4BDFE,True
CK73389BA2FCD2EBA6,ckr,Transfer Factor,TF,1,CID_159,50,CKADB33B6DADE7EEE1,True
CK029357C69DB86439,ckr,Transforming Growth Factor alpha,TGFα,1,CID_161,50,CK0A6596FE118E4553,True
CKA5BD364BBA1A7B01,ckr,Transforming Growth Factor b,TGFβ,1,CID_162,50,CK749F6358AA343CE6,True
CK7EC6629FE274FF89,ckr,Transforming Growth Factor b1,TGFβ1,1,CID_163,50,CKCD91C6BCCEC909D6,True
CK14F82B322DA6D568,ckr,Transforming Growth Factor b2,TGFβ2,1,CID_164,50,CK088E856FAE55D9C8,True
CKDF0ADED9CF0424C9,ckr,Transforming Growth Factor b3,TGFβ3,1,CID_165,50,CK74832504F6C4EF1F,True
CK5D553311D597D9D0,ckr,Transforming Growth Factor beta,TGFβ,1,CID_162,50,CK749F6358AA343CE6,True
CKEAF3524372D3BC29,ckr,Transforming Growth Factor beta 1,TGFβ1,1,CID_163,50,CKCD91C6BCCEC909D6,True
