actor,category,cell_id,cell_label,cytokine_id,cytokine_label,num_papers,score,cell_ref_id,cytokine_ref_id
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_101,IL16,3,35.38,,CKDFA193E8843A3153
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_23,CCL22,3,17.46,CTB574584AD019ABB8,CK2D3D1D2A86558DFA
cytokine,Positive,CL_0000898,naive T cell,CID_134,IL7,3,8.72,CT591AB86BE24D7A57,CKB3C35A242B11E502
cytokine,Positive,CL_0000815,regulatory T cell,CID_162,TGFB,3,1.73,CTB574584AD019ABB8,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000902,induced T-regulatory cell,CID_110,IL2,3,7.65,CT19D812F7CB34BCF6,CKD21834C7D75FD77F
cell,Positive,CL_0000545,T-helper 1 cell,CID_133,IL6,3,0.44,CTC3A8C3CBC245616A,CK0CBC35CD2AB7D661
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_128,IL33,3,12.91,CTE7B12DC660323A0E,CK3B4A795DF4150CF4
cell,Positive,CL_0000893,thymocyte,CID_162,TGFB,3,1.02,CTFE4015328B70D553,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0002404,fetal thymocyte,CID_110,IL2,3,47.16,CTFE4015328B70D553,CKD21834C7D75FD77F
cytokine,Positive,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_134,IL7,3,24.26,CT1C58993C5B5BD3B8,CKB3C35A242B11E502
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_500,IL27,3,30.93,CTB574584AD019ABB8,CKBA47332D395669A3
cell,Positive,CL_0000815,regulatory T cell,CID_102,IL17,3,7.37,CTB574584AD019ABB8,CK2741EFAE1F31AD65
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_133,IL6,3,0.2,,CK0CBC35CD2AB7D661
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_108,IL18,3,1.21,,CKBF6003C60D23BA0D
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_100,IL15,3,4.34,CTB574584AD019ABB8,CKD8543B44DC5A3B55
cell,Positive,CL_0000899,T-helper 17 cell,CID_107,IL17F,3,105.37,CTBFBDE5121B6748D1,CKBA257A42EC57B221
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_114,IL23,3,21.81,CTC3A8C3CBC245616A,CKBB5E75DBC75FF4F6
cytokine,Unknown,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_110,IL2,3,8.08,CT231C4EC31B01615E,CKD21834C7D75FD77F
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_100,IL15,3,1.45,CTC3A8C3CBC245616A,CKD8543B44DC5A3B55
cytokine,Negative,CL_0000893,thymocyte,CID_131,IL4,3,6.03,CTFE4015328B70D553,CK6FE135B3F86FB707
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_162,TGFB,3,1.19,,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0000084,T cell,CID_23,CCL22,3,1.83,,CK2D3D1D2A86558DFA
cytokine,Positive,CL_0000084,T cell,CID_500,IL27,3,0.41,,CKBA47332D395669A3
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_20,CCL2,3,1.15,CTE7B12DC660323A0E,CKCDB807A64FAA7FA0
cytokine,Unknown,CL_0000815,regulatory T cell,CID_162,TGFB,3,6.05,CTB574584AD019ABB8,CKFD4CA0B2B4BC3AE4
cell,Positive,CL_0000492,CD4-positive helper T cell,CID_83,IFNG,3,8.28,CTB7DFCED683E6F0A9,CK128EC732B281BF60
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_163,TGFB1,3,0.71,,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_66,IFN1,3,3.63,CTC3A8C3CBC245616A,CKD4241FA5448F0A33
cytokine,Unknown,CL_0002419,mature T cell,CID_134,IL7,3,488.12,,CKB3C35A242B11E502
cytokine,Positive,CL_0000084,T cell,CID_170,TNFSF15,3,1.9,,CK8B741FE1F75629F6
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_98,IL13,3,1.06,,CK713350DF0E9099E8
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_81,IFNB1,3,2.23,CTC3A8C3CBC245616A,CKDAFFEFAAAA175C48
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_93,IL10,3,5.14,CTBFBDE5121B6748D1,CKC5CC1A269C01EC48
cytokine,Positive,CL_0000893,thymocyte,CID_40,CXCL12,3,3.12,CTFE4015328B70D553,CKF44FAAE0BD64C34C
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_500,IL27,3,34.17,CTBFBDE5121B6748D1,CKBA47332D395669A3
cytokine,Unknown,CL_0000893,thymocyte,CID_174,TNF,3,1.59,CTFE4015328B70D553,CK80A1A727AC173EE7
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_128,IL33,3,7.49,CTB574584AD019ABB8,CK3B4A795DF4150CF4
cytokine,Positive,CL_0000912,helper T cell,CID_110,IL2,3,0.92,CTB7DFCED683E6F0A9,CKD21834C7D75FD77F
cytokine,Unknown,CL_0000084,T cell,CID_21,CCL20,3,2.73,,CK710AB1626CA61879
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_135,IL9,3,51.64,CTE7B12DC660323A0E,CK6559F42B7F080788
cell,Positive,CL_0000910,cytotoxic T cell,CID_131,IL4,3,2.3,CT231C4EC31B01615E,CK6FE135B3F86FB707
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_98,IL13,3,0.91,,CK713350DF0E9099E8
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_500,IL27,3,36.11,CTC3A8C3CBC245616A,CKBA47332D395669A3
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_67,IFNA,3,1.28,,CKE12753E3C9BCBB59
cytokine,Negative,CL_0000910,cytotoxic T cell,CID_93,IL10,3,10.36,CT231C4EC31B01615E,CKC5CC1A269C01EC48
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_102,IL17,3,3.31,CTC3A8C3CBC245616A,CK2741EFAE1F31AD65
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_20,CCL2,3,0.27,,CKCDB807A64FAA7FA0
cytokine,Positive,CL_0000084,T cell,CID_52,CXCL8,3,0.05,,CK58096F4C0F74908C
cytokine,Positive,CL_0000893,thymocyte,CID_131,IL4,3,0.76,CTFE4015328B70D553,CK6FE135B3F86FB707
cytokine,Unknown,CL_0000084,T cell,CID_27,CCL26,3,3.26,,CK2CEC2C4F82090835
cytokine,Positive,CL_0000910,cytotoxic T cell,CID_95,IL12,3,2.7,CT231C4EC31B01615E,CKB4EB2D2CC8BBB93D
cytokine,Unknown,CL_0000912,helper T cell,CID_83,IFNG,3,2.23,CTB7DFCED683E6F0A9,CK128EC732B281BF60
cytokine,Positive,CL_0000084,T cell,CID_29,CCL3,3,0.46,,CK761018026BFB91D2
cytokine,Positive,CL_0000084,T cell,CID_97,IL12B,3,1.19,,CK4FB12B98006424AF
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_81,IFNB1,3,0.88,,CKDAFFEFAAAA175C48
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_112,IL21,3,1.71,CTB574584AD019ABB8,CK284ADEA6187E1FF3
cytokine,Positive,CL_0000912,helper T cell,CID_95,IL12,3,3.49,CTB7DFCED683E6F0A9,CKB4EB2D2CC8BBB93D
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_63,CSF2,3,0.83,,CKF6FDD69AB8889E23
cytokine,Positive,CL_0000893,thymocyte,CID_162,TGFB,3,0.69,CTFE4015328B70D553,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_132,IL5,3,0.43,,CK7026891CEAA3C8F9
cytokine,Unknown,CL_0000912,helper T cell,CID_110,IL2,3,3.22,CTB7DFCED683E6F0A9,CKD21834C7D75FD77F
cytokine,Unknown,CL_0000901,Tr1 cell,CID_93,IL10,3,18.51,CT301EB268E263D718,CKC5CC1A269C01EC48
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_133,IL6,3,0.44,CTE7B12DC660323A0E,CK0CBC35CD2AB7D661
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_171,TNFSF4,3,7.72,,CK0F8B5FDE75915FFB
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_162,TGFB,3,5.64,CTBFBDE5121B6748D1,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_112,IL21,3,0.78,,CK284ADEA6187E1FF3
cytokine,Positive,CL_0000084,T cell,CID_114,IL23,3,0.56,,CKBB5E75DBC75FF4F6
cytokine,Unknown,CL_0000814,mature NK T cell,CID_110,IL2,3,6.15,CT459998F048BE65F2,CKD21834C7D75FD77F
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_112,IL21,3,7.25,,CK284ADEA6187E1FF3
cell,Positive,CL_0000084,T cell,CID_107,IL17F,3,4.39,,CKBA257A42EC57B221
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_20,CCL2,3,2.13,,CKCDB807A64FAA7FA0
cytokine,Unknown,CL_0000084,T cell,CID_26,CCL25,3,13.87,,CK9622EE49529DA5B9
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_89,IL1B,3,0.72,CTB574584AD019ABB8,CK1E538D2D92F213B3
cell,Positive,CL_0000815,regulatory T cell,CID_162,TGFB,3,2.55,CTB574584AD019ABB8,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000911,effector T cell,CID_162,TGFB,2,5.5,CTDD003CDBE64E4F0A,CKFD4CA0B2B4BC3AE4
cytokine,Negative,CL_0000084,T cell,CID_97,IL12B,2,6.32,,CK4FB12B98006424AF
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_67,IFNA,2,4.25,CTC3A8C3CBC245616A,CKE12753E3C9BCBB59
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_81,IFNB1,2,4.66,,CKDAFFEFAAAA175C48
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_162,TGFB,2,0.3,,CKFD4CA0B2B4BC3AE4
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_163,TGFB1,2,2.02,CTB574584AD019ABB8,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_134,IL7,2,56.59,CT1C58993C5B5BD3B8,CKB3C35A242B11E502
cytokine,Unknown,CL_0000084,T cell,CID_11,CCL11,2,0.59,,CKD459A080C88555A9
cytokine,Positive,CL_0000913,"effector memory CD8-positive, alpha-beta T cell",CID_100,IL15,2,239.32,CTC594335ADD6A1D77,CKD8543B44DC5A3B55
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_173,TNFSF9,2,8.19,,CK16DB62C0EE32FCFC
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_102,IL17,2,1.01,,CK2741EFAE1F31AD65
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_133,IL6,2,0.32,,CK0CBC35CD2AB7D661
cell,Positive,CL_0000912,helper T cell,CID_113,IL22,2,24.48,CTB7DFCED683E6F0A9,CK3FDAFD137F96385F
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_112,IL21,2,10.59,CTC3A8C3CBC245616A,CK284ADEA6187E1FF3
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_170,TNFSF15,2,8.34,,CK8B741FE1F75629F6
cytokine,Unknown,CL_0000898,naive T cell,CID_95,IL12,2,11.2,CT591AB86BE24D7A57,CKB4EB2D2CC8BBB93D
cytokine,Positive,CL_0000910,cytotoxic T cell,CID_63,CSF2,2,1.5,CT231C4EC31B01615E,CKF6FDD69AB8889E23
cytokine,Unknown,CL_0000084,T cell,CID_141,CSF1,2,0.23,,CK5C37CFFE5C63276C
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_38,CXCL10,2,3.31,,CKC45AAE24CED79E33
cytokine,Positive,CL_0000813,memory T cell,CID_83,IFNG,2,0.87,CT1C58993C5B5BD3B8,CK128EC732B281BF60
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_173,TNFSF9,2,3.1,,CK16DB62C0EE32FCFC
cytokine,Negative,CL_0000910,cytotoxic T cell,CID_83,IFNG,2,2.62,CT231C4EC31B01615E,CK128EC732B281BF60
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_95,IL12,2,5.85,CT231C4EC31B01615E,CKB4EB2D2CC8BBB93D
cytokine,Positive,CL_0000815,regulatory T cell,CID_131,IL4,2,1.26,CTB574584AD019ABB8,CK6FE135B3F86FB707
cell,Positive,CL_0000795,"CD8-positive, alpha-beta regulatory T cell",CID_93,IL10,2,36.43,CTB574584AD019ABB8,CKC5CC1A269C01EC48
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_86,IL1RN,2,5.95,CTBFBDE5121B6748D1,CKA95B181F6273B58D
cytokine,Positive,CL_0000898,naive T cell,CID_131,IL4,2,1.85,CT591AB86BE24D7A57,CK6FE135B3F86FB707
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_67,IFNA,2,0.21,,CKE12753E3C9BCBB59
cytokine,Positive,CL_0000815,regulatory T cell,CID_163,TGFB1,2,1.56,CTB574584AD019ABB8,CKFD4CA0B2B4BC3AE4
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_108,IL18,2,10.55,CTC3A8C3CBC245616A,CKBF6003C60D23BA0D
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_31,CCL5,2,2.52,,CKA5462DC0F090F548
cytokine,Positive,CL_0000902,induced T-regulatory cell,CID_110,IL2,2,1.46,CT19D812F7CB34BCF6,CKD21834C7D75FD77F
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_134,IL7,2,0.75,CTC3A8C3CBC245616A,CKB3C35A242B11E502
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_67,IFNA,2,0.46,CTB574584AD019ABB8,CKE12753E3C9BCBB59
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_81,IFNB1,2,11.83,CTC3A8C3CBC245616A,CKDAFFEFAAAA175C48
cytokine,Negative,CL_0000893,thymocyte,CID_40,CXCL12,2,16.6,CTFE4015328B70D553,CKF44FAAE0BD64C34C
cytokine,Unknown,CL_0000912,helper T cell,CID_102,IL17,2,12.44,CTB7DFCED683E6F0A9,CK2741EFAE1F31AD65
cytokine,Positive,CL_0000898,naive T cell,CID_67,IFNA,2,4.13,CT591AB86BE24D7A57,CKE12753E3C9BCBB59
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_108,IL18,2,1.82,,CKBF6003C60D23BA0D
cytokine,Unknown,CL_0000902,induced T-regulatory cell,CID_162,TGFB,2,10.25,CT19D812F7CB34BCF6,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_89,IL1B,2,0.15,,CK1E538D2D92F213B3
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_171,TNFSF4,2,11.21,CTB574584AD019ABB8,CK0F8B5FDE75915FFB
cell,Positive,CL_0002496,intraepithelial lymphocyte,CID_83,IFNG,2,27.59,CT22416FE03B9D6C99,CK128EC732B281BF60
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_174,TNF,2,0.38,CTC3A8C3CBC245616A,CK80A1A727AC173EE7
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_141,CSF1,2,2.26,,CK5C37CFFE5C63276C
cytokine,Unknown,CL_0000084,T cell,CID_160,TGF,2,2.64,,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0000893,thymocyte,CID_83,IFNG,2,0.16,CTFE4015328B70D553,CK128EC732B281BF60
cytokine,Positive,CL_0000084,T cell,CID_19,CCL19,2,3.52,,CKB3842EBA6CF8A57F
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_21,CCL20,2,43.7,CTBFBDE5121B6748D1,CK710AB1626CA61879
cell,Positive,CL_0000798,gamma-delta T cell,CID_93,IL10,2,3.04,CT7DC8DD80306E71A2,CKC5CC1A269C01EC48
cytokine,Unknown,CL_0000813,memory T cell,CID_83,IFNG,2,3.04,CT1C58993C5B5BD3B8,CK128EC732B281BF60
cytokine,Positive,CL_0000898,naive T cell,CID_100,IL15,2,7.48,CT591AB86BE24D7A57,CKD8543B44DC5A3B55
cytokine,Positive,CL_0000910,cytotoxic T cell,CID_67,IFNA,2,2.32,CT231C4EC31B01615E,CKE12753E3C9BCBB59
cytokine,Unknown,CL_0000814,mature NK T cell,CID_100,IL15,2,36.41,CT459998F048BE65F2,CKD8543B44DC5A3B55
cytokine,Unknown,CL_0000798,gamma-delta T cell,CID_134,IL7,2,27.12,CT7DC8DD80306E71A2,CKB3C35A242B11E502
cytokine,Unknown,CL_0000084,T cell,CID_164,TGFB2,2,2.02,,CK118D16BE2DAA7F1A
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_140,LTA,2,2.73,,CKA81D1188A3F3D1E3
cytokine,Negative,CL_0000084,T cell,CID_118,IL25,2,5.88,,CK1A3D9956EEABBF99
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_67,IFNA,2,1.94,,CKE12753E3C9BCBB59
cytokine,Unknown,CL_0000898,naive T cell,CID_131,IL4,2,6.48,CT591AB86BE24D7A57,CK6FE135B3F86FB707
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_63,CSF2,2,1.78,CTE7B12DC660323A0E,CKF6FDD69AB8889E23
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_110,IL2,2,1.54,CT231C4EC31B01615E,CKD21834C7D75FD77F
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_103,IL17A,2,2.15,CTB574584AD019ABB8,CK08F84BE8FE5B04F8
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_110,IL2,2,0.23,CTBFBDE5121B6748D1,CKD21834C7D75FD77F
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_8,CD40LG,2,0.68,CTC3A8C3CBC245616A,CK5D414D323B3B33D2
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_125,IL3,2,0.79,,CKD3CA24A839C1B6E8
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_67,IFNA,2,1.67,,CKE12753E3C9BCBB59
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_103,IL17A,2,5.94,CTC3A8C3CBC245616A,CK08F84BE8FE5B04F8
cytokine,Negative,CL_0000893,thymocyte,CID_134,IL7,2,12.62,CTFE4015328B70D553,CKB3C35A242B11E502
cytokine,Unknown,CL_0000084,T cell,CID_97,IL12B,2,2.77,,CK4FB12B98006424AF
cytokine,Unknown,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_100,IL15,2,72.83,CT1C58993C5B5BD3B8,CKD8543B44DC5A3B55
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_81,IFNB1,2,2.04,,CKDAFFEFAAAA175C48
cytokine,Unknown,CL_0000912,helper T cell,CID_95,IL12,2,8.15,CTB7DFCED683E6F0A9,CKB4EB2D2CC8BBB93D
cytokine,Unknown,CL_0000084,T cell,CID_86,IL1RN,2,0.87,,CKA95B181F6273B58D
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_63,CSF2,2,1.26,,CKF6FDD69AB8889E23
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_148,SPP1,2,2.74,CTC3A8C3CBC245616A,CK5602A113A2B36CE9
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_174,TNF,2,0.09,CTB574584AD019ABB8,CK80A1A727AC173EE7
cytokine,Positive,CL_0000084,T cell,CID_98,IL13,2,0.14,,CK713350DF0E9099E8
cytokine,Unknown,CL_0000893,thymocyte,CID_83,IFNG,2,0.56,CTFE4015328B70D553,CK128EC732B281BF60
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_110,IL2,2,0.87,CTC3A8C3CBC245616A,CKD21834C7D75FD77F
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_174,TNF,2,0.34,,CK80A1A727AC173EE7
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_131,IL4,2,4.11,CTBFBDE5121B6748D1,CK6FE135B3F86FB707
cell,Positive,CL_0000899,T-helper 17 cell,CID_135,IL9,2,21.21,CTBFBDE5121B6748D1,CK6559F42B7F080788
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_38,CXCL10,2,0.95,,CKC45AAE24CED79E33
cytokine,Positive,CL_0000912,helper T cell,CID_131,IL4,2,1.35,CTB7DFCED683E6F0A9,CK6FE135B3F86FB707
cytokine,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_162,TGFB,2,5.16,CT22416FE03B9D6C99,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_66,IFN1,2,5.79,,CKD4241FA5448F0A33
cytokine,Positive,CL_0000911,effector T cell,CID_83,IFNG,2,0.54,CTDD003CDBE64E4F0A,CK128EC732B281BF60
cytokine,Positive,CL_0000898,naive T cell,CID_110,IL2,2,0.84,CT591AB86BE24D7A57,CKD21834C7D75FD77F
cytokine,Positive,CL_0000814,mature NK T cell,CID_108,IL18,2,14.26,CT459998F048BE65F2,CKBF6003C60D23BA0D
cytokine,Negative,CL_0000084,T cell,CID_62,CSF3,2,0.28,,CK42C846A199F37E97
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_102,IL17,2,0.54,CTB574584AD019ABB8,CK2741EFAE1F31AD65
cytokine,Positive,CL_0000084,T cell,CID_103,IL17A,2,0.15,,CK08F84BE8FE5B04F8
cytokine,Negative,CL_0000911,effector T cell,CID_100,IL15,2,55.32,CTDD003CDBE64E4F0A,CKD8543B44DC5A3B55
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_500,IL27,2,1.19,,CKBA47332D395669A3
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_102,IL17,2,0.63,CTC3A8C3CBC245616A,CK2741EFAE1F31AD65
cell,Positive,CL_0000916,dendritic epidermal T cell,CID_83,IFNG,2,20.69,CT231343DE336492F1,CK128EC732B281BF60
cytokine,Unknown,CL_0000084,T cell,CID_1,TNFSF13B,2,1.61,,CK47FECA8AAB45BF7E
cytokine,Unknown,CL_0000084,T cell,CID_127,IL32,2,4.44,,CK39E6F0D1572F5FA8
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_29,CCL3,2,1.34,,CK761018026BFB91D2
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_40,CXCL12,2,2.96,CTB574584AD019ABB8,CKF44FAAE0BD64C34C
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_125,IL3,2,0.92,,CKD3CA24A839C1B6E8
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_126,IL31,2,130.33,CTE7B12DC660323A0E,CK434D35D1FEC985F5
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_8,CD40LG,2,1.09,,CK5D414D323B3B33D2
cytokine,Positive,CL_0002489,double negative thymocyte,CID_134,IL7,2,74.39,CTFE4015328B70D553,CKB3C35A242B11E502
cytokine,Negative,CL_0000084,T cell,CID_64,GDF15,2,3.51,,CK3EF0375B89308923
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_103,IL17A,2,2.34,,CK08F84BE8FE5B04F8
cytokine,Unknown,CL_0000084,T cell,CID_30,CCL4,2,1.52,,CKC7B59803E703C625
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_8,CD40LG,2,2.14,,CK5D414D323B3B33D2
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_81,IFNB1,2,10.14,CTB574584AD019ABB8,CKDAFFEFAAAA175C48
cytokine,Negative,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_134,IL7,2,128.95,CT1C58993C5B5BD3B8,CKB3C35A242B11E502
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_114,IL23,2,3.56,CTB574584AD019ABB8,CKBB5E75DBC75FF4F6
cytokine,Unknown,CL_0000084,T cell,CID_10,CCL1,2,9.24,,CKDB7489BEE8CE7869
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_62,CSF3,2,1.4,,CK42C846A199F37E97
cytokine,Unknown,CL_0000898,naive T cell,CID_83,IFNG,2,2.04,CT591AB86BE24D7A57,CK128EC732B281BF60
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_86,IL1RN,2,3.8,,CKA95B181F6273B58D
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_173,TNFSF9,2,6.74,CTB574584AD019ABB8,CK16DB62C0EE32FCFC
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_102,IL17,2,2.29,,CK2741EFAE1F31AD65
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_133,IL6,2,0.72,,CK0CBC35CD2AB7D661
cytokine,Negative,CL_0000084,T cell,CID_20,CCL2,2,0.28,,CKCDB807A64FAA7FA0
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_112,IL21,2,4.17,,CK284ADEA6187E1FF3
cytokine,Unknown,CL_0000910,cytotoxic T cell,CID_63,CSF2,2,5.25,CT231C4EC31B01615E,CKF6FDD69AB8889E23
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_36,CX3CL1,2,1.93,,CK42BF5461CB51EA2C
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_100,IL15,2,14.96,CT7DC8DD80306E71A2,CKD8543B44DC5A3B55
cytokine,Positive,CL_0000084,T cell,CID_101,IL16,2,0.67,,CKDFA193E8843A3153
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_113,IL22,2,10.3,CTC3A8C3CBC245616A,CK3FDAFD137F96385F
cytokine,Positive,CL_0002038,T follicular helper cell,CID_133,IL6,2,8.16,CTE9F6070561C95355,CK0CBC35CD2AB7D661
cytokine,Unknown,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_95,IL12,2,20.49,CT231C4EC31B01615E,CKB4EB2D2CC8BBB93D
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_41,CXCL13,2,4.0,,CKAF088D9A9E3E4FEC
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_102,IL17,2,1.89,CTB574584AD019ABB8,CK2741EFAE1F31AD65
