actor,category,cell_id,cell_label,cytokine_id,cytokine_label,num_papers,score,cell_ref_id,cytokine_ref_id
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_173,TNFSF9,1,2.25,CTC3A8C3CBC245616A,CK16DB62C0EE32FCFC
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_103,IL17A,1,0.39,,CKAC161AC6FC8FF1BE
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_95,IL12,1,1.41,CTB574584AD019ABB8,CK04FD0805168B608B
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_98,IL13,1,9.08,CTE7B12DC660323A0E,CK6383177863C4EDD6
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_163,TGFB1,1,15.78,CT19D812F7CB34BCF6,CKC59F8990F767EBD4
cytokine,Positive,CL_0000795,"CD8-positive, alpha-beta regulatory T cell",CID_83,IFNG,1,4.67,CTB574584AD019ABB8,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_51,PPBP,1,0.57,,CKD9AE00AB86E878F0
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_135,IL9,1,4.92,CTE7B12DC660323A0E,CKDF637541D733AD91
cytokine,Positive,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_112,IL21,1,65.86,CT1C58993C5B5BD3B8,CKE72A17870C23A2D1
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_20,CCL2,1,1.56,CTC3A8C3CBC245616A,CKCDB807A64FAA7FA0
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_174,TNF,1,0.81,CTBFBDE5121B6748D1,CK6AF3B987F9CBCC56
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_114,IL23,1,6.52,,CKA2BE5C136630E4D6
cell,Positive,CL_0000902,induced T-regulatory cell,CID_23,CCL22,1,134.36,CT19D812F7CB34BCF6,CK2D3D1D2A86558DFA
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_27,CCL26,1,7.47,CTBFBDE5121B6748D1,CK2CEC2C4F82090835
cytokine,Unknown,CL_0002128,Tc17 cell,CID_95,IL12,1,71.7,CT327866E1E3907440,CK04FD0805168B608B
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_108,IL18,1,7.79,CTE7B12DC660323A0E,CKB7A7BA77BFA19E82
cell,Positive,CL_0000814,mature NK T cell,CID_98,IL13,1,12.27,CT459998F048BE65F2,CK6383177863C4EDD6
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_110,IL2,1,0.93,CTBFBDE5121B6748D1,CK4D687600656CECF1
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_136,LIF,1,2.65,CTB574584AD019ABB8,CKAA2EFCE98589C645
cell,Positive,CL_0000546,T-helper 2 cell,CID_164,TGFB2,1,6.99,CTE7B12DC660323A0E,CK1D109BDCCF27288B
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_26,CCL25,1,100.53,CTB574584AD019ABB8,CK9622EE49529DA5B9
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_8,CD40LG,1,2.72,CTC3A8C3CBC245616A,CK5D414D323B3B33D2
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_500,IL27,1,4.74,,CK34646D0A81EB75DA
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_102,IL17,1,33.71,CT19D812F7CB34BCF6,CKE8FA6AFDA083A088
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_112,IL21,1,9.41,CT231C4EC31B01615E,CKE72A17870C23A2D1
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_67,IFNA,1,0.57,CTBFBDE5121B6748D1,CK25659B0B8E5228FC
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_53,CXCL9,1,4.63,,CK4A507F3E76F47218
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_103,IL17A,1,0.73,CTB574584AD019ABB8,CKAC161AC6FC8FF1BE
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_110,IL2,1,0.08,CTE7B12DC660323A0E,CK4D687600656CECF1
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_500,IL27,1,2.41,,CK34646D0A81EB75DA
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_31,CCL5,1,10.04,,CKA5462DC0F090F548
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_148,SPP1,1,0.54,,CK5602A113A2B36CE9
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_112,IL21,1,1.43,CTBFBDE5121B6748D1,CKE72A17870C23A2D1
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_174,TNF,1,0.2,,CK6AF3B987F9CBCC56
cytokine,Unknown,CL_0001042,T-helper 22 cell,CID_113,IL22,1,150.26,CT6312BB928ADE8934,CK11E7510FEB7B6A94
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_28,CCL27,1,15.21,,CKAA85501FD85A37D1
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_8,CD40LG,1,0.29,CTB574584AD019ABB8,CK5D414D323B3B33D2
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_62,CSF3,1,1.53,CTC3A8C3CBC245616A,CK42C846A199F37E97
cell,Positive,CL_0000546,T-helper 2 cell,CID_46,CXCL2,1,6.01,CTE7B12DC660323A0E,CKDA5EC1C94E06DA9C
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_125,IL3,1,0.27,,CKB59BA858EBBF510D
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_131,IL4,1,12.77,CT19D812F7CB34BCF6,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_174,TNF,1,2.25,CT231C4EC31B01615E,CK6AF3B987F9CBCC56
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_31,CCL5,1,96.17,CT22416FE03B9D6C99,CKA5462DC0F090F548
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_163,TGFB1,1,0.46,,CKC59F8990F767EBD4
cytokine,Unknown,CL_0000814,mature NK T cell,CID_134,IL7,1,14.15,CT459998F048BE65F2,CK71243A30A0C2FD97
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_108,IL18,1,2.08,,CKB7A7BA77BFA19E82
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_170,TNFSF15,1,3.22,,CK8B741FE1F75629F6
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_51,PPBP,1,1.24,CTC3A8C3CBC245616A,CKD9AE00AB86E878F0
cytokine,Positive,CL_0001042,T-helper 22 cell,CID_162,TGFB,1,3.19,CT6312BB928ADE8934,CKC59F8990F767EBD4
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_32,CCL6,1,1.88,,CKB05EE63CC58A791B
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_98,IL13,1,1.23,,CK6383177863C4EDD6
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_87,IL1,1,0.56,,CKCE2EBAC1515FC762
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_89,IL1B,1,0.19,CTC3A8C3CBC245616A,CK0B4AA91CF0E8EDA3
cytokine,Negative,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_100,IL15,1,90.88,CT22416FE03B9D6C99,CK6493647A99664309
cytokine,Positive,CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",CID_131,IL4,1,29.63,CT591AB86BE24D7A57,CKAD8334A7AD4B4D2F
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_89,IL1B,1,0.26,,CK0B4AA91CF0E8EDA3
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_171,TNFSF4,1,19.61,CTB574584AD019ABB8,CK5646774C8D13DC3F
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_162,TGFB,1,0.11,CTC3A8C3CBC245616A,CKC59F8990F767EBD4
cytokine,Negative,CL_0002061,T-helper 9 cell,CID_112,IL21,1,125.04,CT6972E212EE0037B5,CKE72A17870C23A2D1
cytokine,Negative,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_162,TGFB,1,18.79,CT1C58993C5B5BD3B8,CKC59F8990F767EBD4
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_130,IL35,1,18.91,CTB574584AD019ABB8,CK3599C9CA466ED669
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_133,IL6,1,1.16,CTE7B12DC660323A0E,CK88B1F911EB2BA518
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_133,IL6,1,6.88,CT22416FE03B9D6C99,CK88B1F911EB2BA518
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_53,CXCL9,1,7.93,,CK4A507F3E76F47218
cytokine,Positive,CL_0002038,T follicular helper cell,CID_110,IL2,1,2.25,CTE9F6070561C95355,CK4D687600656CECF1
cytokine,Negative,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_21,CCL20,1,327.15,CT231C4EC31B01615E,CK710AB1626CA61879
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_170,TNFSF15,1,24.72,CTC3A8C3CBC245616A,CK8B741FE1F75629F6
cytokine,Positive,CL_0002061,T-helper 9 cell,CID_170,TNFSF15,1,166.84,CT6972E212EE0037B5,CK8B741FE1F75629F6
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_62,CSF3,1,0.26,,CK42C846A199F37E97
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_102,IL17,1,0.14,,CKE8FA6AFDA083A088
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_87,IL1,1,0.18,CTC3A8C3CBC245616A,CKCE2EBAC1515FC762
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_98,IL13,1,1.66,CTBFBDE5121B6748D1,CK6383177863C4EDD6
cytokine,Positive,CL_0000814,mature NK T cell,CID_62,CSF3,1,2.07,CT459998F048BE65F2,CK42C846A199F37E97
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_140,LTA,1,10.89,,CK340DF048AC44A586
cytokine,Unknown,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_110,IL2,1,18.86,CT1C58993C5B5BD3B8,CK4D687600656CECF1
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_66,IFN1,1,0.55,,CK4DC00A5F58D5F3F3
cell,Positive,CL_0000905,"effector memory CD4-positive, alpha-beta T cell",CID_131,IL4,1,87.45,CTC594335ADD6A1D77,CKAD8334A7AD4B4D2F
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_83,IFNG,1,0.53,CT231C4EC31B01615E,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000917,Tc1 cell,CID_135,IL9,1,413.12,CT205A00BF9BAE8E8E,CKDF637541D733AD91
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_98,IL13,1,1.14,CTE7B12DC660323A0E,CK6383177863C4EDD6
cytokine,Unknown,CL_0000814,mature NK T cell,CID_95,IL12,1,7.79,CT459998F048BE65F2,CK04FD0805168B608B
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_86,IL1RN,1,10.41,CTBFBDE5121B6748D1,CK43133F4BFDCC3513
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_162,TGFB,1,0.56,CTE7B12DC660323A0E,CKC59F8990F767EBD4
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_81,IFNB1,1,2.7,,CK2A5214E08C0AC783
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_27,CCL26,1,12.12,CTC3A8C3CBC245616A,CK2CEC2C4F82090835
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_11,CCL11,1,1.39,CTE7B12DC660323A0E,CKD459A080C88555A9
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_52,CXCL8,1,0.36,CTBFBDE5121B6748D1,CK58096F4C0F74908C
cytokine,Negative,CL_0002128,Tc17 cell,CID_500,IL27,1,1193.97,CT327866E1E3907440,CK34646D0A81EB75DA
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_117,IL24,1,82.94,CTE7B12DC660323A0E,CK73BCC738BACBBC1F
cytokine,Positive,CL_0000492,CD4-positive helper T cell,CID_98,IL13,1,38.25,CTB7DFCED683E6F0A9,CK6383177863C4EDD6
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_29,CCL3,1,6.18,,CK761018026BFB91D2
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_135,IL9,1,1.31,,CKDF637541D733AD91
cell,Positive,CL_0000814,mature NK T cell,CID_102,IL17,1,5.02,CT459998F048BE65F2,CKE8FA6AFDA083A088
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_112,IL21,1,11.42,CTBFBDE5121B6748D1,CKE72A17870C23A2D1
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_160,TGF,1,3.6,CTB574584AD019ABB8,CKC59F8990F767EBD4
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_20,CCL2,1,0.08,,CKCDB807A64FAA7FA0
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_31,CCL5,1,8.27,CTB574584AD019ABB8,CKA5462DC0F090F548
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_63,CSF2,1,1.38,CTC3A8C3CBC245616A,CKF6FDD69AB8889E23
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_63,CSF2,1,0.25,CTE7B12DC660323A0E,CKF6FDD69AB8889E23
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_125,IL3,1,0.94,,CKB59BA858EBBF510D
cell,Positive,CL_0000902,induced T-regulatory cell,CID_110,IL2,1,1.07,CT19D812F7CB34BCF6,CK4D687600656CECF1
cytokine,Negative,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_162,TGFB,1,12.35,CT231C4EC31B01615E,CKC59F8990F767EBD4
cytokine,Unknown,CL_0000901,Tr1 cell,CID_500,IL27,1,93.57,CT301EB268E263D718,CK34646D0A81EB75DA
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_114,IL23,1,0.95,,CKA2BE5C136630E4D6
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_128,IL33,1,3.03,,CKF9D7CADC68371C46
cytokine,Positive,CL_0000492,CD4-positive helper T cell,CID_133,IL6,1,4.9,CTB7DFCED683E6F0A9,CK88B1F911EB2BA518
cytokine,Positive,CL_0000814,mature NK T cell,CID_500,IL27,1,16.28,CT459998F048BE65F2,CK34646D0A81EB75DA
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_114,IL23,1,35.73,CTBFBDE5121B6748D1,CKA2BE5C136630E4D6
cytokine,Positive,CL_0001042,T-helper 22 cell,CID_114,IL23,1,60.62,CT6312BB928ADE8934,CKA2BE5C136630E4D6
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_30,CCL4,1,0.95,,CKC7B59803E703C625
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_40,CXCL12,1,0.42,CTB574584AD019ABB8,CKF44FAAE0BD64C34C
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_40,CXCL12,1,0.49,CTC3A8C3CBC245616A,CKF44FAAE0BD64C34C
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_130,IL35,1,19.8,,CK3599C9CA466ED669
cytokine,Unknown,CL_0000902,induced T-regulatory cell,CID_133,IL6,1,4.63,CT19D812F7CB34BCF6,CK88B1F911EB2BA518
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_118,IL25,1,7.04,CTB574584AD019ABB8,CK947710402870798D
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_89,IL1B,1,1.52,CTC3A8C3CBC245616A,CK0B4AA91CF0E8EDA3
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_93,IL10,1,3.47,CT22416FE03B9D6C99,CK3A3EC71E6A0C53F0
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_38,CXCL10,1,4.37,,CKC45AAE24CED79E33
cytokine,Positive,CL_0000814,mature NK T cell,CID_174,TNF,1,0.58,CT459998F048BE65F2,CK6AF3B987F9CBCC56
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_118,IL25,1,30.99,CTBFBDE5121B6748D1,CK947710402870798D
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_88,IL1A,1,0.34,,CK1DCBBBD7D87E2A4A
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_162,TGFB,1,0.38,CTC3A8C3CBC245616A,CKC59F8990F767EBD4
cell,Positive,CL_0002061,T-helper 9 cell,CID_93,IL10,1,3.47,CT6972E212EE0037B5,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,338,8.88,,CK1B71668FDDECE3CF
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,236,5.41,,CK1B71668FDDECE3CF
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,113,3.63,,CK4D687600656CECF1
cell,Positive,CL_0000545,T-helper 1 cell,CID_83,IFNG,88,5.01,CTC3A8C3CBC245616A,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,83,5.06,,CK1B71668FDDECE3CF
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,66,4.72,,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,62,3.76,,CK3A3EC71E6A0C53F0
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,60,3.12,CTB574584AD019ABB8,CK4D687600656CECF1
cell,Positive,CL_0000546,T-helper 2 cell,CID_131,IL4,59,15.88,CTE7B12DC660323A0E,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_93,IL10,57,7.93,CTB574584AD019ABB8,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,57,2.12,,CK4D687600656CECF1
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_95,IL12,56,11.77,CTC3A8C3CBC245616A,CK04FD0805168B608B
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,54,3.92,CTB574584AD019ABB8,CK4D687600656CECF1
cell,Positive,CL_0000899,T-helper 17 cell,CID_102,IL17,53,55.2,CTBFBDE5121B6748D1,CKE8FA6AFDA083A088
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_102,IL17,50,9.71,,CKE8FA6AFDA083A088
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,41,0.9,,CK4D687600656CECF1
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,39,0.67,,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,39,0.99,,CK4D687600656CECF1
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,35,1.82,,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,34,5.54,CTB574584AD019ABB8,CK4D687600656CECF1
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,32,2.4,,CK4D687600656CECF1
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_83,IFNG,32,1.52,CTB574584AD019ABB8,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_131,IL4,31,5.47,CTE7B12DC660323A0E,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,30,4.14,CTB574584AD019ABB8,CKC59F8990F767EBD4
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_131,IL4,28,17.28,CTE7B12DC660323A0E,CKAD8334A7AD4B4D2F
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_95,IL12,28,20.24,CTC3A8C3CBC245616A,CK04FD0805168B608B
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_83,IFNG,28,3.69,CTC3A8C3CBC245616A,CK1B71668FDDECE3CF
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_174,TNF,26,0.81,,CK6AF3B987F9CBCC56
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,26,0.39,,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_100,IL15,25,5.72,,CK6493647A99664309
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_8,CD40LG,24,4.96,,CK5D414D323B3B33D2
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,23,2.0,,CK4D687600656CECF1
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_95,IL12,22,2.76,,CK04FD0805168B608B
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_93,IL10,19,1.34,,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_112,IL21,19,7.71,,CKE72A17870C23A2D1
cell,Positive,CL_0000899,T-helper 17 cell,CID_103,IL17A,18,54.04,CTBFBDE5121B6748D1,CKAC161AC6FC8FF1BE
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_83,IFNG,18,0.68,CTC3A8C3CBC245616A,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,18,0.85,,CKAD8334A7AD4B4D2F
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_112,IL21,17,5.76,,CKE72A17870C23A2D1
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,17,1.59,CTB574584AD019ABB8,CKC59F8990F767EBD4
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_95,IL12,16,5.28,,CK04FD0805168B608B
cell,Positive,CL_0000545,T-helper 1 cell,CID_93,IL10,16,2.35,CTC3A8C3CBC245616A,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_102,IL17,16,6.78,CTB574584AD019ABB8,CKE8FA6AFDA083A088
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_95,IL12,16,1.51,,CK04FD0805168B608B
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_174,TNF,16,0.58,,CK6AF3B987F9CBCC56
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_133,IL6,15,0.86,,CK88B1F911EB2BA518
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,15,2.06,,CK3A3EC71E6A0C53F0
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_93,IL10,15,5.23,CTC3A8C3CBC245616A,CK3A3EC71E6A0C53F0
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,15,5.57,CTB574584AD019ABB8,CKC59F8990F767EBD4
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,14,0.59,,CK3A3EC71E6A0C53F0
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_112,IL21,14,15.9,,CKE72A17870C23A2D1
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,14,11.2,CTB574584AD019ABB8,CKC59F8990F767EBD4
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_100,IL15,14,10.79,,CK6493647A99664309
cell,Positive,CL_0000901,Tr1 cell,CID_93,IL10,13,33.83,CT301EB268E263D718,CK3A3EC71E6A0C53F0
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_93,IL10,13,1.29,CTC3A8C3CBC245616A,CK3A3EC71E6A0C53F0
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_95,IL12,13,1.14,,CK04FD0805168B608B
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_162,TGFB,13,0.7,,CKC59F8990F767EBD4
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,13,2.14,,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_103,IL17A,12,5.92,,CKAC161AC6FC8FF1BE
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_93,IL10,12,9.53,CTC3A8C3CBC245616A,CK3A3EC71E6A0C53F0
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_134,IL7,12,6.71,,CK71243A30A0C2FD97
cell,Positive,CL_0000545,T-helper 1 cell,CID_110,IL2,12,0.96,CTC3A8C3CBC245616A,CK4D687600656CECF1
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_173,TNFSF9,12,21.55,,CK16DB62C0EE32FCFC
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_93,IL10,12,0.59,,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000814,mature NK T cell,CID_83,IFNG,12,7.2,CT459998F048BE65F2,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_95,IL12,12,4.27,,CK04FD0805168B608B
cell,Positive,CL_0000546,T-helper 2 cell,CID_83,IFNG,12,0.99,CTE7B12DC660323A0E,CK1B71668FDDECE3CF
cell,Positive,CL_0000546,T-helper 2 cell,CID_93,IL10,11,2.39,CTE7B12DC660323A0E,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000545,T-helper 1 cell,CID_102,IL17,11,5.12,CTC3A8C3CBC245616A,CKE8FA6AFDA083A088
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_128,IL33,11,13.53,CTE7B12DC660323A0E,CKF9D7CADC68371C46
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_93,IL10,11,3.28,CTB574584AD019ABB8,CK3A3EC71E6A0C53F0
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,11,1.51,,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_131,IL4,10,4.6,CTC3A8C3CBC245616A,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_134,IL7,10,2.78,,CK71243A30A0C2FD97
